comb_dense	256	1	1	254	18174	6473	0.356168	0	0	0	1	1	1	0	1	1	Q6473_A0_B0_OB0_BZ1_CC1	4.727	0.000	0.000	0.088	0.000	1	1	0	debug_off	0	791.767	787.040	618.692	0.000	618.692	618.692	618.692	0.833	326.550	0.170	2.138	4.668	282.265	1.943	0.000	0.000	0.000	0.125	255	253	64515	128524	9258479	64262	0	0	0.999798	0.000	0.000	0.000	0.000	0.000	0.000
comb_dense	256	1	2	252	17944	6409	0.357167	0	0	0	1	1	1	0	1	1	Q6409_A0_B0_OB0_BZ1_CC1	0.977	0.000	0.000	0.074	0.000	1	1	0	debug_off	0	900.366	899.389	694.988	0.000	694.988	694.988	694.988	0.563	356.047	0.101	1.703	4.132	330.262	2.080	0.000	0.000	0.000	0.099	253	251	63503	126504	9054500	63252	0	0	0.999858	0.000	0.000	0.000	0.000	0.000	0.000
comb_dense	256	1	3	250	17706	6344	0.358297	0	0	0	1	1	1	0	1	1	Q6344_A0_B0_OB0_BZ1_CC1	0.888	0.000	0.000	0.121	0.000	1	1	0	debug_off	0	715.590	714.702	547.891	0.000	547.891	547.891	547.891	0.564	288.429	0.054	1.716	4.044	251.263	1.742	0.000	0.000	0.000	0.078	251	249	62499	124500	8867490	62250	0	0	0.999858	0.000	0.000	0.000	0.000	0.000	0.000
comb_dense	256	1	4	248	17450	6271	0.359370	0	0	0	1	1	1	0	1	1	Q6271_A0_B0_OB0_BZ1_CC1	1.540	0.000	0.000	0.328	0.000	1	1	0	debug_off	0	711.070	709.530	565.029	0.000	565.029	565.029	565.029	0.719	295.399	0.054	1.778	4.067	261.085	1.866	0.000	0.000	0.000	0.061	249	247	61503	122512	8674949	61256	0	0	0.999892	0.000	0.000	0.000	0.000	0.000	0.000
comb_dense	256	1	5	246	17214	6203	0.360346	0	0	0	1	1	1	0	1	1	Q6203_A0_B0_OB0_BZ1_CC1	0.737	0.000	0.000	0.086	0.000	1	1	0	debug_off	0	766.542	765.805	587.881	0.000	587.881	587.881	587.881	1.197	325.449	0.052	1.853	3.919	253.605	1.714	0.000	0.000	0.000	0.091	247	245	60515	120540	8481935	60270	0	0	0.999844	0.000	0.000	0.000	0.000	0.000	0.000
comb_dense	256	1	6	244	16965	6131	0.361391	0	0	0	1	1	1	0	1	1	Q6131_A0_B0_OB0_BZ1_CC1	0.973	0.000	0.000	0.110	0.000	1	1	0	debug_off	0	791.797	790.824	647.621	0.000	647.621	647.621	647.621	0.576	346.248	0.072	1.711	4.053	293.011	1.811	0.000	0.000	0.000	0.138	245	243	59535	118584	8296253	59292	0	0	0.999787	0.000	0.000	0.000	0.000	0.000	0.000
comb_dense	256	1	7	242	16718	6055	0.362184	0	0	0	1	1	1	0	1	1	Q6055_A0_B0_OB0_BZ1_CC1	1.300	0.000	0.000	0.508	0.000	1	1	0	debug_off	0	670.785	669.485	505.725	0.000	505.725	505.725	505.725	0.653	262.730	0.189	1.649	3.765	234.890	1.799	0.000	0.000	0.000	0.050	243	241	58563	116644	8105746	58322	0	0	0.999901	0.000	0.000	0.000	0.000	0.000	0.000
comb_dense	256	1	8	240	16476	5985	0.363256	0	0	0	1	1	1	0	1	1	Q5985_A0_B0_OB0_BZ1_CC1	0.882	0.000	0.000	0.119	0.000	1	1	0	debug_off	0	655.972	655.090	509.361	0.000	509.361	509.361	509.361	0.981	268.682	0.058	1.585	3.768	232.636	1.562	0.000	0.000	0.000	0.089	241	239	57599	114720	7923486	57360	0	0	0.999826	0.000	0.000	0.000	0.000	0.000	0.000
comb_dense	256	1	9	238	16239	5908	0.363816	0	0	0	1	1	1	0	1	1	Q5908_A0_B0_OB0_BZ1_CC1	0.688	0.000	0.000	0.074	0.000	1	1	0	debug_off	0	757.348	756.661	598.732	0.000	598.732	598.732	598.732	0.579	312.244	0.076	1.695	4.468	277.854	1.666	0.000	0.000	0.000	0.149	239	237	56643	112812	7739377	56406	0	0	0.999751	0.000	0.000	0.000	0.000	0.000	0.000
comb_dense	256	1	17	222	14489	5386	0.371730	0	0	0	1	1	1	0	1	1	Q5386_A0_B0_OB0_BZ1_CC1	0.578	0.000	0.000	0.064	0.000	1	1	0	debug_off	0	530.055	529.477	409.599	0.000	409.599	409.599	409.599	0.558	209.761	0.129	1.866	2.976	192.759	1.468	0.000	0.000	0.000	0.083	225	222	48843	97244	6381666	48622	1	0	0.999796	0.000	0.000	0.000	0.000	0.000	0.000
