comb_dense	256	1	1	254	18174	6473	0.356168	0	0	0	1	1	1	0	1	1	Q6473_A0_B0_OB0_BZ1_CC1	2.918	0.000	0.000	0.747	0.000	1	1	0	debug_off	0
comb_dense	256	1	2	252	17944	6409	0.357167	0	0	0	1	1	1	0	1	1	Q6409_A0_B0_OB0_BZ1_CC1	2.142	0.000	0.000	0.182	0.000	1	1	0	debug_off	0
comb_dense	256	1	3	250	17706	6344	0.358297	0	0	0	1	1	1	0	1	1	Q6344_A0_B0_OB0_BZ1_CC1	1.679	0.000	0.000	0.213	0.000	1	1	0	debug_off	0
comb_dense	256	1	4	248	17450	6271	0.359370	0	0	0	1	1	1	0	1	1	Q6271_A0_B0_OB0_BZ1_CC1	2.447	0.000	0.000	0.201	0.000	1	1	0	debug_off	0
comb_dense	256	1	5	246	17214	6203	0.360346	0	0	0	1	1	1	0	1	1	Q6203_A0_B0_OB0_BZ1_CC1	1.923	0.000	0.000	0.218	0.000	1	1	0	debug_off	0
comb_dense	256	1	6	244	16965	6131	0.361391	0	0	0	1	1	1	0	1	1	Q6131_A0_B0_OB0_BZ1_CC1	2.208	0.000	0.000	0.160	0.000	1	1	0	debug_off	0
comb_dense	256	1	7	242	16718	6055	0.362184	0	0	0	1	1	1	0	1	1	Q6055_A0_B0_OB0_BZ1_CC1	2.091	0.000	0.000	0.212	0.000	1	1	0	debug_off	0
comb_dense	256	1	8	240	16476	5985	0.363256	0	0	0	1	1	1	0	1	1	Q5985_A0_B0_OB0_BZ1_CC1	1.706	0.000	0.000	0.195	0.000	1	1	0	debug_off	0
comb_dense	256	1	9	238	16239	5908	0.363816	0	0	0	1	1	1	0	1	1	Q5908_A0_B0_OB0_BZ1_CC1	2.192	0.000	0.000	0.506	0.000	1	1	0	debug_off	0
comb_dense	256	1	10	236	16024	5849	0.365015	0	0	0	1	1	1	0	1	1	Q5849_A0_B0_OB0_BZ1_CC1	1.727	0.000	0.000	0.190	0.000	1	0	0		0
comb_dense	256	1	11	234	15804	5783	0.365920	0	0	0	1	1	1	0	1	1	Q5783_A0_B0_OB0_BZ1_CC1	1.756	0.000	0.000	0.205	0.000	1	0	0		0
comb_dense	256	1	12	232	15567	5714	0.367059	0	0	0	1	1	1	0	1	1	Q5714_A0_B0_OB0_BZ1_CC1	1.818	0.000	0.000	0.216	0.000	1	0	0		0
comb_dense	256	1	13	229	15272	5576	0.365113	1	1	1	0	1	1	0	1	1	Q5576_A1_B1_OB1_BZ0_CC1	1.768	0.000	0.000	0.170	0.000	1	0	0		0
comb_dense	256	1	14	228	15118	5576	0.368832	0	0	0	1	1	1	0	1	1	Q5576_A0_B0_OB0_BZ1_CC1	1.811	0.000	0.000	0.181	0.000	1	0	0		0
comb_dense	256	1	15	226	14914	5513	0.369653	0	0	0	1	1	1	0	1	1	Q5513_A0_B0_OB0_BZ1_CC1	1.732	0.000	0.000	0.219	0.000	1	0	0		0
comb_dense	256	1	16	224	14699	5449	0.370705	0	0	0	1	1	1	0	1	1	Q5449_A0_B0_OB0_BZ1_CC1	1.629	0.000	0.000	0.173	0.000	1	0	0		0
comb_dense	256	1	17	222	14489	5386	0.371730	0	0	0	1	1	1	0	1	1	Q5386_A0_B0_OB0_BZ1_CC1	2.337	0.000	0.000	0.574	0.000	1	1	0	debug_off	0
comb_dense	256	1	18	220	14266	5318	0.372774	0	0	0	1	1	1	0	1	1	Q5318_A0_B0_OB0_BZ1_CC1	1.679	0.000	0.000	0.185	0.000	1	0	0		0
comb_dense	256	1	19	217	13995	5186	0.370561	1	1	1	0	1	1	0	1	1	Q5186_A1_B1_OB1_BZ0_CC1	1.391	0.000	0.000	0.149	0.000	1	0	0		0
comb_dense	256	1	20	215	13776	5122	0.371806	1	1	1	0	1	1	0	1	1	Q5122_A1_B1_OB1_BZ0_CC1	1.809	0.000	0.000	0.218	0.000	1	0	0		0
comb_dense	256	1	21	214	13637	5122	0.375596	0	0	0	1	1	1	0	1	1	Q5122_A0_B0_OB0_BZ1_CC1	2.043	0.000	0.000	0.169	0.000	1	0	0		0
comb_dense	256	1	22	211	13360	4986	0.373204	1	1	1	0	1	1	0	1	1	Q4986_A1_B1_OB1_BZ0_CC1	1.483	0.000	0.000	0.156	0.000	1	0	0		0
comb_dense	256	1	23	209	13158	4923	0.374145	1	1	1	0	1	1	0	1	1	Q4923_A1_B1_OB1_BZ0_CC1	1.449	0.000	0.000	0.179	0.000	1	0	0		0
comb_dense	256	1	24	207	12954	4855	0.374788	1	1	1	0	1	1	0	1	1	Q4855_A1_B1_OB1_BZ0_CC1	1.409	0.000	0.000	0.146	0.000	1	0	0		0
comb_dense	256	1	25	206	12814	4855	0.378882	0	0	0	1	1	1	0	1	1	Q4855_A0_B0_OB0_BZ1_CC1	1.386	0.000	0.000	0.152	0.000	1	1	0	debug_off	0
comb_dense	256	1	26	204	12582	4778	0.379749	0	0	0	1	1	1	0	1	1	Q4778_A0_B0_OB0_BZ1_CC1	1.562	0.000	0.000	0.234	0.000	1	0	0		0
comb_dense	256	1	27	202	12369	4704	0.380306	0	0	0	1	1	1	0	1	1	Q4704_A0_B0_OB0_BZ1_CC1	1.845	0.000	0.000	0.138	0.000	1	0	0		0
