comb_dense	256	1	1	254	18174	6473	0.356168	0	0	0	1	1	1	0	1	1	Q6473_A0_B0_OB0_BZ1_CC1	2.918	0.000	0.000	0.747	0.000	1	1	0	debug_off	0	1767.863	1764.945	1374.232	0.000	1374.232	1374.232	1374.232	1.360	781.782	0.865	4.079	10.606	569.793	5.299	0.000	0.000	0.000	0.447	253	253	64515	128524	9258479	64262	0	0	0.999675	0.000	0.000	0.000	0.000	0.000	0.000
comb_dense	256	1	2	252	17944	6409	0.357167	0	0	0	1	1	1	0	1	1	Q6409_A0_B0_OB0_BZ1_CC1	2.142	0.000	0.000	0.182	0.000	1	1	0	debug_off	0	1669.372	1667.230	1275.568	0.000	1275.568	1275.568	1275.568	1.538	652.680	0.377	3.777	10.207	602.412	4.104	0.000	0.000	0.000	0.472	251	251	63503	126504	9054500	63252	0	0	0.999630	0.000	0.000	0.000	0.000	0.000	0.000
comb_dense	256	1	3	250	17706	6344	0.358297	0	0	0	1	1	1	0	1	1	Q6344_A0_B0_OB0_BZ1_CC1	1.679	0.000	0.000	0.213	0.000	1	1	0	debug_off	0	1564.089	1562.409	1159.397	0.000	1159.397	1159.397	1159.397	1.761	609.121	0.147	4.275	8.835	530.923	4.109	0.000	0.000	0.000	0.226	249	249	62499	124500	8867490	62250	0	0	0.999805	0.000	0.000	0.000	0.000	0.000	0.000
comb_dense	256	1	4	248	17450	6271	0.359370	0	0	0	1	1	1	0	1	1	Q6271_A0_B0_OB0_BZ1_CC1	2.447	0.000	0.000	0.201	0.000	1	1	0	debug_off	0	1626.184	1623.737	1282.842	0.000	1282.842	1282.842	1282.842	2.130	665.751	0.224	5.335	7.722	598.006	3.457	0.000	0.000	0.000	0.217	247	247	61503	122512	8674949	61256	0	0	0.999831	0.000	0.000	0.000	0.000	0.000	0.000
comb_dense	256	1	5	246	17214	6203	0.360346	0	0	0	1	1	1	0	1	1	Q6203_A0_B0_OB0_BZ1_CC1	1.923	0.000	0.000	0.218	0.000	1	1	0	debug_off	0	1636.519	1634.596	1304.264	0.000	1304.264	1304.264	1304.264	1.968	704.136	0.174	4.682	8.368	580.341	3.913	0.000	0.000	0.000	0.681	245	245	60515	120540	8481935	60270	0	0	0.999478	0.000	0.000	0.000	0.000	0.000	0.000
comb_dense	256	1	6	244	16965	6131	0.361391	0	0	0	1	1	1	0	1	1	Q6131_A0_B0_OB0_BZ1_CC1	2.208	0.000	0.000	0.160	0.000	1	1	0	debug_off	0	1656.908	1654.700	1247.327	0.000	1247.327	1247.327	1247.327	1.733	647.800	0.149	3.244	7.428	583.428	3.149	0.000	0.000	0.000	0.397	243	243	59535	118584	8296253	59292	0	0	0.999682	0.000	0.000	0.000	0.000	0.000	0.000
comb_dense	256	1	7	242	16718	6055	0.362184	0	0	0	1	1	1	0	1	1	Q6055_A0_B0_OB0_BZ1_CC1	2.091	0.000	0.000	0.212	0.000	1	1	0	debug_off	0	1344.686	1342.595	1044.317	0.000	1044.317	1044.317	1044.317	1.333	532.862	0.156	3.937	7.067	495.439	3.319	0.000	0.000	0.000	0.204	241	241	58563	116644	8105746	58322	0	0	0.999804	0.000	0.000	0.000	0.000	0.000	0.000
comb_dense	256	1	8	240	16476	5985	0.363256	0	0	0	1	1	1	0	1	1	Q5985_A0_B0_OB0_BZ1_CC1	1.706	0.000	0.000	0.195	0.000	1	1	0	debug_off	0	1373.082	1371.376	1024.330	0.000	1024.330	1024.330	1024.330	1.146	538.846	0.147	3.338	7.172	469.572	3.432	0.000	0.000	0.000	0.677	239	239	57599	114720	7923486	57360	0	0	0.999339	0.000	0.000	0.000	0.000	0.000	0.000
comb_dense	256	1	9	238	16239	5908	0.363816	0	0	0	1	1	1	0	1	1	Q5908_A0_B0_OB0_BZ1_CC1	2.192	0.000	0.000	0.506	0.000	1	1	0	debug_off	0	1461.260	1459.068	1012.751	0.000	1012.751	1012.751	1012.751	1.446	535.893	0.149	3.545	7.741	460.631	3.131	0.000	0.000	0.000	0.214	237	237	56643	112812	7739377	56406	0	0	0.999788	0.000	0.000	0.000	0.000	0.000	0.000
comb_dense	256	1	17	222	14489	5386	0.371730	0	0	0	1	1	1	0	1	1	Q5386_A0_B0_OB0_BZ1_CC1	2.337	0.000	0.000	0.574	0.000	1	1	0	debug_off	0	1119.605	1117.267	845.155	0.000	845.155	845.155	845.155	1.621	439.956	0.134	3.851	7.827	388.388	3.113	0.000	0.000	0.000	0.265	221	222	48843	97244	6381666	48622	1	0	0.999687	0.000	0.000	0.000	0.000	0.000	0.000
comb_dense	256	1	25	206	12814	4855	0.378882	0	0	0	1	1	1	0	1	1	Q4855_A0_B0_OB0_BZ1_CC1	1.386	0.000	0.000	0.152	0.000	1	1	0	debug_off	0	2412.058	2410.673	2118.128	0.000	2118.128	2118.128	2118.128	1.038	1061.492	0.188	3.506	10.365	1035.426	5.952	0.000	0.000	0.000	0.159	205	205	42435	84460	5285237	42230	0	0	0.999925	0.000	0.000	0.000	0.000	0.000	0.000
