case_mode	case_n	case_seed	call_idx	candidate_idx	cand_kind	cand_is_same_side_reject	cand_is_accepted	cand_is_other_reject	candidate_elapsed_ms	cand_same_side_probe_ms	cand_same_side_probe_queue_ms	cand_same_side_probe_neighbor_iter_ms	cand_same_side_probe_found_t	cand_same_side_probe_visited_vertices	cand_third_comp_scan_ms	cand_bfs_total_ms	cand_bfs_neighbor_iter_ms	cand_partition_ms	cand_connectivity_check_ms	cand_accept	cand_reject_reason
comb_dense	256	1	1	1	separator_candidate	1	0	0	6.242	3.458	0.033	3.394	1	254	0.000	3.458	3.394	0.000	0.000	0	same_side_reject
comb_dense	256	1	1	2	separator_candidate	1	0	0	5.409	2.410	0.031	2.347	1	254	0.000	2.410	2.347	0.000	0.000	0	same_side_reject
comb_dense	256	1	1	3	separator_candidate	1	0	0	5.381	2.600	0.140	2.436	1	254	0.000	2.600	2.436	0.000	0.000	0	same_side_reject
comb_dense	256	1	1	4	separator_candidate	1	0	0	6.076	2.829	0.030	2.777	1	254	0.000	2.829	2.777	0.000	0.000	0	same_side_reject
comb_dense	256	1	1	5	separator_candidate	1	0	0	3.433	1.857	0.027	1.808	1	254	0.000	1.857	1.808	0.000	0.000	0	same_side_reject
comb_dense	256	1	1	6	separator_candidate	1	0	0	3.772	2.084	0.179	1.889	1	254	0.000	2.084	1.889	0.000	0.000	0	same_side_reject
comb_dense	256	1	1	7	separator_candidate	1	0	0	3.784	2.035	0.020	2.000	1	254	0.000	2.035	2.000	0.000	0.000	0	same_side_reject
comb_dense	256	1	1	8	separator_candidate	1	0	0	5.457	2.116	0.024	1.977	1	254	0.000	2.116	1.977	0.000	0.000	0	same_side_reject
comb_dense	256	1	1	9	separator_candidate	1	0	0	4.995	2.061	0.029	2.000	1	254	0.000	2.061	2.000	0.000	0.000	0	same_side_reject
comb_dense	256	1	1	10	separator_candidate	1	0	0	4.761	2.380	0.031	2.327	1	254	0.000	2.380	2.327	0.000	0.000	0	same_side_reject
comb_dense	256	1	1	11	separator_candidate	1	0	0	3.800	2.061	0.019	1.933	1	254	0.000	2.061	1.933	0.000	0.000	0	same_side_reject
comb_dense	256	1	1	12	separator_candidate	1	0	0	4.661	2.307	0.031	2.241	1	254	0.000	2.307	2.241	0.000	0.000	0	same_side_reject
comb_dense	256	1	1	13	separator_candidate	1	0	0	5.789	2.407	0.030	2.346	1	254	0.000	2.407	2.346	0.000	0.000	0	same_side_reject
comb_dense	256	1	1	14	separator_candidate	1	0	0	5.028	2.199	0.032	2.136	1	254	0.000	2.199	2.136	0.000	0.000	0	same_side_reject
comb_dense	256	1	1	15	separator_candidate	1	0	0	6.463	3.263	0.034	3.178	1	254	0.000	3.263	3.178	0.000	0.000	0	same_side_reject
comb_dense	256	1	1	16	separator_candidate	1	0	0	3.928	1.783	0.027	1.731	1	254	0.000	1.783	1.731	0.000	0.000	0	same_side_reject
comb_dense	256	1	1	17	separator_candidate	1	0	0	4.488	2.190	0.022	2.087	1	254	0.000	2.190	2.087	0.000	0.000	0	same_side_reject
comb_dense	256	1	1	18	separator_candidate	1	0	0	4.848	2.141	0.024	2.099	1	254	0.000	2.141	2.099	0.000	0.000	0	same_side_reject
comb_dense	256	1	1	19	separator_candidate	1	0	0	5.764	2.801	0.036	2.741	1	254	0.000	2.801	2.741	0.000	0.000	0	same_side_reject
comb_dense	256	1	1	20	separator_candidate	1	0	0	3.950	1.984	0.020	1.949	1	254	0.000	1.984	1.949	0.000	0.000	0	same_side_reject
comb_dense	256	1	1	21	separator_candidate	1	0	0	5.410	2.837	0.032	2.773	1	254	0.000	2.837	2.773	0.000	0.000	0	same_side_reject
comb_dense	256	1	1	22	separator_candidate	1	0	0	4.903	2.676	0.022	2.637	1	254	0.000	2.676	2.637	0.000	0.000	0	same_side_reject
comb_dense	256	1	1	23	separator_candidate	1	0	0	5.140	2.259	0.029	2.211	1	254	0.000	2.259	2.211	0.000	0.000	0	same_side_reject
comb_dense	256	1	1	24	separator_candidate	1	0	0	6.466	2.893	0.036	2.836	1	254	0.000	2.893	2.836	0.000	0.000	0	same_side_reject
comb_dense	256	1	1	25	separator_candidate	1	0	0	4.586	1.854	0.024	1.812	1	254	0.000	1.854	1.812	0.000	0.000	0	same_side_reject
comb_dense	256	1	1	26	separator_candidate	1	0	0	5.952	3.025	0.427	2.575	1	254	0.000	3.025	2.575	0.000	0.000	0	same_side_reject
comb_dense	256	1	1	27	separator_candidate	1	0	0	5.042	2.329	0.022	2.284	1	254	0.000	2.329	2.284	0.000	0.000	0	same_side_reject
comb_dense	256	1	1	28	separator_candidate	1	0	0	5.819	2.791	0.033	2.736	1	254	0.000	2.791	2.736	0.000	0.000	0	same_side_reject
comb_dense	256	1	1	29	separator_candidate	1	0	0	4.333	1.624	0.026	1.577	1	254	0.000	1.624	1.577	0.000	0.000	0	same_side_reject
