mode,n,seed,shuffle_labels,shuffle_queries,solver_rc,timed_out,val_ok,sec,rss_kb,case_dir
comb_core,64,1,0,0,0,0,1,0.015804,2064,/Users/free_1/Library/Mobile Documents/iCloud~md~obsidian/Documents/cpp-checker/branch_3/artifacts/lca_tree_stress_v5/hunt/ac9_diag/runs/comb_core/n64/seed1_L0_Q0
comb_core,64,1,0,1,0,0,1,0.012657,2080,/Users/free_1/Library/Mobile Documents/iCloud~md~obsidian/Documents/cpp-checker/branch_3/artifacts/lca_tree_stress_v5/hunt/ac9_diag/runs/comb_core/n64/seed1_L0_Q1
comb_core,64,1,1,0,0,0,1,0.012586,2000,/Users/free_1/Library/Mobile Documents/iCloud~md~obsidian/Documents/cpp-checker/branch_3/artifacts/lca_tree_stress_v5/hunt/ac9_diag/runs/comb_core/n64/seed1_L1_Q0
comb_core,64,1,1,1,0,0,1,0.010315,2048,/Users/free_1/Library/Mobile Documents/iCloud~md~obsidian/Documents/cpp-checker/branch_3/artifacts/lca_tree_stress_v5/hunt/ac9_diag/runs/comb_core/n64/seed1_L1_Q1
comb_plus_unary,64,1,0,0,0,0,1,0.011998,2032,/Users/free_1/Library/Mobile Documents/iCloud~md~obsidian/Documents/cpp-checker/branch_3/artifacts/lca_tree_stress_v5/hunt/ac9_diag/runs/comb_plus_unary/n64/seed1_L0_Q0
comb_plus_unary,64,1,0,1,0,0,1,0.012119,2048,/Users/free_1/Library/Mobile Documents/iCloud~md~obsidian/Documents/cpp-checker/branch_3/artifacts/lca_tree_stress_v5/hunt/ac9_diag/runs/comb_plus_unary/n64/seed1_L0_Q1
comb_plus_unary,64,1,1,0,0,0,1,0.010617,2048,/Users/free_1/Library/Mobile Documents/iCloud~md~obsidian/Documents/cpp-checker/branch_3/artifacts/lca_tree_stress_v5/hunt/ac9_diag/runs/comb_plus_unary/n64/seed1_L1_Q0
comb_plus_unary,64,1,1,1,0,0,1,0.012538,2048,/Users/free_1/Library/Mobile Documents/iCloud~md~obsidian/Documents/cpp-checker/branch_3/artifacts/lca_tree_stress_v5/hunt/ac9_diag/runs/comb_plus_unary/n64/seed1_L1_Q1
comb_dense,64,1,0,0,0,0,1,0.049814,3744,/Users/free_1/Library/Mobile Documents/iCloud~md~obsidian/Documents/cpp-checker/branch_3/artifacts/lca_tree_stress_v5/hunt/ac9_diag/runs/comb_dense/n64/seed1_L0_Q0
comb_dense,64,1,0,1,0,0,1,0.033701,3808,/Users/free_1/Library/Mobile Documents/iCloud~md~obsidian/Documents/cpp-checker/branch_3/artifacts/lca_tree_stress_v5/hunt/ac9_diag/runs/comb_dense/n64/seed1_L0_Q1
comb_dense,64,1,1,0,0,0,1,0.071710,4432,/Users/free_1/Library/Mobile Documents/iCloud~md~obsidian/Documents/cpp-checker/branch_3/artifacts/lca_tree_stress_v5/hunt/ac9_diag/runs/comb_dense/n64/seed1_L1_Q0
comb_dense,64,1,1,1,0,0,1,0.073992,4464,/Users/free_1/Library/Mobile Documents/iCloud~md~obsidian/Documents/cpp-checker/branch_3/artifacts/lca_tree_stress_v5/hunt/ac9_diag/runs/comb_dense/n64/seed1_L1_Q1
comb_rect_dense,64,1,0,0,0,0,1,0.044229,3728,/Users/free_1/Library/Mobile Documents/iCloud~md~obsidian/Documents/cpp-checker/branch_3/artifacts/lca_tree_stress_v5/hunt/ac9_diag/runs/comb_rect_dense/n64/seed1_L0_Q0
comb_rect_dense,64,1,0,1,0,0,1,0.053832,3776,/Users/free_1/Library/Mobile Documents/iCloud~md~obsidian/Documents/cpp-checker/branch_3/artifacts/lca_tree_stress_v5/hunt/ac9_diag/runs/comb_rect_dense/n64/seed1_L0_Q1
comb_rect_dense,64,1,1,0,0,0,1,0.074622,4400,/Users/free_1/Library/Mobile Documents/iCloud~md~obsidian/Documents/cpp-checker/branch_3/artifacts/lca_tree_stress_v5/hunt/ac9_diag/runs/comb_rect_dense/n64/seed1_L1_Q0
comb_rect_dense,64,1,1,1,0,0,1,0.060923,4416,/Users/free_1/Library/Mobile Documents/iCloud~md~obsidian/Documents/cpp-checker/branch_3/artifacts/lca_tree_stress_v5/hunt/ac9_diag/runs/comb_rect_dense/n64/seed1_L1_Q1
multi_comb_core,64,1,0,0,0,0,1,0.012707,2016,/Users/free_1/Library/Mobile Documents/iCloud~md~obsidian/Documents/cpp-checker/branch_3/artifacts/lca_tree_stress_v5/hunt/ac9_diag/runs/multi_comb_core/n64/seed1_L0_Q0
multi_comb_core,64,1,0,1,0,0,1,0.014713,1904,/Users/free_1/Library/Mobile Documents/iCloud~md~obsidian/Documents/cpp-checker/branch_3/artifacts/lca_tree_stress_v5/hunt/ac9_diag/runs/multi_comb_core/n64/seed1_L0_Q1
multi_comb_core,64,1,1,0,0,0,1,0.010500,1968,/Users/free_1/Library/Mobile Documents/iCloud~md~obsidian/Documents/cpp-checker/branch_3/artifacts/lca_tree_stress_v5/hunt/ac9_diag/runs/multi_comb_core/n64/seed1_L1_Q0
multi_comb_core,64,1,1,1,0,0,1,0.012642,2000,/Users/free_1/Library/Mobile Documents/iCloud~md~obsidian/Documents/cpp-checker/branch_3/artifacts/lca_tree_stress_v5/hunt/ac9_diag/runs/multi_comb_core/n64/seed1_L1_Q1
multi_comb_rect,64,1,0,0,0,0,1,0.024029,3248,/Users/free_1/Library/Mobile Documents/iCloud~md~obsidian/Documents/cpp-checker/branch_3/artifacts/lca_tree_stress_v5/hunt/ac9_diag/runs/multi_comb_rect/n64/seed1_L0_Q0
multi_comb_rect,64,1,0,1,0,0,1,0.039132,3296,/Users/free_1/Library/Mobile Documents/iCloud~md~obsidian/Documents/cpp-checker/branch_3/artifacts/lca_tree_stress_v5/hunt/ac9_diag/runs/multi_comb_rect/n64/seed1_L0_Q1
multi_comb_rect,64,1,1,0,0,0,1,0.034958,3520,/Users/free_1/Library/Mobile Documents/iCloud~md~obsidian/Documents/cpp-checker/branch_3/artifacts/lca_tree_stress_v5/hunt/ac9_diag/runs/multi_comb_rect/n64/seed1_L1_Q0
multi_comb_rect,64,1,1,1,0,0,1,0.037928,3520,/Users/free_1/Library/Mobile Documents/iCloud~md~obsidian/Documents/cpp-checker/branch_3/artifacts/lca_tree_stress_v5/hunt/ac9_diag/runs/multi_comb_rect/n64/seed1_L1_Q1
multi_comb_cap,64,1,0,0,0,0,1,0.025029,2960,/Users/free_1/Library/Mobile Documents/iCloud~md~obsidian/Documents/cpp-checker/branch_3/artifacts/lca_tree_stress_v5/hunt/ac9_diag/runs/multi_comb_cap/n64/seed1_L0_Q0
multi_comb_cap,64,1,0,1,0,0,1,0.023186,2944,/Users/free_1/Library/Mobile Documents/iCloud~md~obsidian/Documents/cpp-checker/branch_3/artifacts/lca_tree_stress_v5/hunt/ac9_diag/runs/multi_comb_cap/n64/seed1_L0_Q1
multi_comb_cap,64,1,1,0,0,0,1,0.022757,3232,/Users/free_1/Library/Mobile Documents/iCloud~md~obsidian/Documents/cpp-checker/branch_3/artifacts/lca_tree_stress_v5/hunt/ac9_diag/runs/multi_comb_cap/n64/seed1_L1_Q0
multi_comb_cap,64,1,1,1,0,0,1,0.025453,3264,/Users/free_1/Library/Mobile Documents/iCloud~md~obsidian/Documents/cpp-checker/branch_3/artifacts/lca_tree_stress_v5/hunt/ac9_diag/runs/multi_comb_cap/n64/seed1_L1_Q1
chain_unary,64,1,0,0,0,0,1,0.025228,2720,/Users/free_1/Library/Mobile Documents/iCloud~md~obsidian/Documents/cpp-checker/branch_3/artifacts/lca_tree_stress_v5/hunt/ac9_diag/runs/chain_unary/n64/seed1_L0_Q0
chain_unary,64,1,0,1,0,0,1,0.024377,2752,/Users/free_1/Library/Mobile Documents/iCloud~md~obsidian/Documents/cpp-checker/branch_3/artifacts/lca_tree_stress_v5/hunt/ac9_diag/runs/chain_unary/n64/seed1_L0_Q1
chain_unary,64,1,1,0,0,0,1,0.024048,2816,/Users/free_1/Library/Mobile Documents/iCloud~md~obsidian/Documents/cpp-checker/branch_3/artifacts/lca_tree_stress_v5/hunt/ac9_diag/runs/chain_unary/n64/seed1_L1_Q0
chain_unary,64,1,1,1,0,0,1,0.073047,2784,/Users/free_1/Library/Mobile Documents/iCloud~md~obsidian/Documents/cpp-checker/branch_3/artifacts/lca_tree_stress_v5/hunt/ac9_diag/runs/chain_unary/n64/seed1_L1_Q1
star_pairs,64,1,0,0,0,0,1,0.030747,2192,/Users/free_1/Library/Mobile Documents/iCloud~md~obsidian/Documents/cpp-checker/branch_3/artifacts/lca_tree_stress_v5/hunt/ac9_diag/runs/star_pairs/n64/seed1_L0_Q0
star_pairs,64,1,0,1,0,0,1,0.024097,2320,/Users/free_1/Library/Mobile Documents/iCloud~md~obsidian/Documents/cpp-checker/branch_3/artifacts/lca_tree_stress_v5/hunt/ac9_diag/runs/star_pairs/n64/seed1_L0_Q1
