case_mode	case_n	case_seed	call_idx	candidate_idx	cand_kind	cand_is_same_side_reject	cand_is_accepted	cand_is_other_reject	candidate_elapsed_ms	cand_same_side_probe_ms	cand_same_side_probe_queue_ms	cand_same_side_probe_neighbor_iter_ms	cand_same_side_probe_found_t	cand_same_side_probe_visited_vertices	cand_third_comp_scan_ms	cand_bfs_total_ms	cand_bfs_neighbor_iter_ms	cand_partition_ms	cand_connectivity_check_ms	cand_accept	cand_reject_reason
comb_dense	1024	1	1	1	separator_candidate	1	0	0	24.266	10.305	0.114	10.068	1	1022	0.000	10.305	10.068	0.000	0.000	0	same_side_reject
comb_dense	1024	1	1	2	separator_candidate	1	0	0	23.518	11.608	0.082	11.431	1	1022	0.000	11.608	11.431	0.000	0.000	0	same_side_reject
comb_dense	1024	1	1	3	separator_candidate	1	0	0	22.003	10.317	0.117	10.074	1	1022	0.000	10.317	10.074	0.000	0.000	0	same_side_reject
comb_dense	1024	1	1	4	separator_candidate	1	0	0	26.105	12.781	0.130	12.531	1	1022	0.000	12.781	12.531	0.000	0.000	0	same_side_reject
comb_dense	1024	1	1	5	separator_candidate	1	0	0	24.649	11.579	0.124	11.325	1	1022	0.000	11.579	11.325	0.000	0.000	0	same_side_reject
comb_dense	1024	1	1	6	separator_candidate	1	0	0	18.081	8.794	0.107	8.588	1	1022	0.000	8.794	8.588	0.000	0.000	0	same_side_reject
comb_dense	1024	1	1	7	separator_candidate	1	0	0	22.064	10.279	0.111	10.080	1	1022	0.000	10.279	10.080	0.000	0.000	0	same_side_reject
comb_dense	1024	1	1	8	separator_candidate	1	0	0	21.877	10.356	0.079	10.117	1	1022	0.000	10.356	10.117	0.000	0.000	0	same_side_reject
comb_dense	1024	1	1	9	separator_candidate	1	0	0	24.251	10.915	0.115	10.735	1	1022	0.000	10.915	10.735	0.000	0.000	0	same_side_reject
comb_dense	1024	1	1	10	separator_candidate	1	0	0	20.511	9.175	0.078	9.005	1	1022	0.000	9.175	9.005	0.000	0.000	0	same_side_reject
comb_dense	1024	1	1	11	separator_candidate	1	0	0	25.164	12.150	0.118	11.914	1	1022	0.000	12.150	11.914	0.000	0.000	0	same_side_reject
comb_dense	1024	1	1	12	separator_candidate	1	0	0	23.721	10.800	0.186	10.552	1	1022	0.000	10.800	10.552	0.000	0.000	0	same_side_reject
comb_dense	1024	1	1	13	separator_candidate	1	0	0	28.029	14.939	0.143	14.684	1	1022	0.000	14.939	14.684	0.000	0.000	0	same_side_reject
comb_dense	1024	1	1	14	separator_candidate	1	0	0	21.495	10.707	0.124	10.401	1	1022	0.000	10.707	10.401	0.000	0.000	0	same_side_reject
comb_dense	1024	1	1	15	separator_candidate	1	0	0	28.755	12.039	0.109	11.842	1	1022	0.000	12.039	11.842	0.000	0.000	0	same_side_reject
comb_dense	1024	1	1	16	separator_candidate	1	0	0	20.969	10.056	0.081	9.917	1	1022	0.000	10.056	9.917	0.000	0.000	0	same_side_reject
comb_dense	1024	1	1	17	separator_candidate	1	0	0	22.330	10.681	0.086	10.537	1	1022	0.000	10.681	10.537	0.000	0.000	0	same_side_reject
comb_dense	1024	1	1	18	separator_candidate	1	0	0	20.997	10.082	0.104	9.864	1	1022	0.000	10.082	9.864	0.000	0.000	0	same_side_reject
comb_dense	1024	1	1	19	separator_candidate	1	0	0	23.244	11.275	0.111	11.073	1	1022	0.000	11.275	11.073	0.000	0.000	0	same_side_reject
comb_dense	1024	1	1	20	separator_candidate	1	0	0	22.407	10.576	0.113	10.342	1	1022	0.000	10.576	10.342	0.000	0.000	0	same_side_reject
comb_dense	1024	1	1	21	separator_candidate	1	0	0	28.810	15.158	0.116	14.950	1	1022	0.000	15.158	14.950	0.000	0.000	0	same_side_reject
comb_dense	1024	1	1	22	separator_candidate	1	0	0	19.855	9.537	0.075	9.391	1	1022	0.000	9.537	9.391	0.000	0.000	0	same_side_reject
comb_dense	1024	1	1	23	separator_candidate	1	0	0	23.533	11.206	0.083	11.028	1	1022	0.000	11.206	11.028	0.000	0.000	0	same_side_reject
comb_dense	1024	1	1	24	separator_candidate	1	0	0	20.067	10.057	0.076	9.921	1	1022	0.000	10.057	9.921	0.000	0.000	0	same_side_reject
comb_dense	1024	1	1	25	separator_candidate	1	0	0	21.273	9.459	0.093	9.263	1	1022	0.000	9.459	9.263	0.000	0.000	0	same_side_reject
comb_dense	1024	1	1	26	separator_candidate	1	0	0	27.339	13.749	0.246	13.380	1	1022	0.000	13.749	13.380	0.000	0.000	0	same_side_reject
comb_dense	1024	1	1	27	separator_candidate	1	0	0	23.211	11.228	0.111	10.997	1	1022	0.000	11.228	10.997	0.000	0.000	0	same_side_reject
comb_dense	1024	1	1	28	separator_candidate	1	0	0	27.146	11.732	0.121	11.521	1	1022	0.000	11.732	11.521	0.000	0.000	0	same_side_reject
comb_dense	1024	1	1	29	separator_candidate	1	0	0	25.725	12.235	0.529	11.598	1	1022	0.000	12.235	11.598	0.000	0.000	0	same_side_reject
comb_dense	1024	1	1	30	separator_candidate	1	0	0	20.470	9.569	0.115	9.329	1	1022	0.000	9.569	9.329	0.000	0.000	0	same_side_reject
comb_dense	1024	1	1	31	separator_candidate	1	0	0	23.924	11.245	0.116	11.004	1	1022	0.000	11.245	11.004	0.000	0.000	0	same_side_reject
comb_dense	1024	1	1	32	separator_candidate	1	0	0	25.892	11.539	0.116	11.264	1	1022	0.000	11.539	11.264	0.000	0.000	0	same_side_reject
comb_dense	1024	1	1	33	separator_candidate	1	0	0	20.039	9.628	0.117	9.391	1	1022	0.000	9.628	9.391	0.000	0.000	0	same_side_reject
comb_dense	1024	1	1	34	separator_candidate	1	0	0	27.904	13.724	0.126	13.475	1	1022	0.000	13.724	13.475	0.000	0.000	0	same_side_reject
comb_dense	1024	1	1	35	separator_candidate	1	0	0	24.043	12.409	0.113	12.177	1	1022	0.000	12.409	12.177	0.000	0.000	0	same_side_reject
comb_dense	1024	1	1	36	separator_candidate	1	0	0	23.436	10.793	0.116	10.531	1	1022	0.000	10.793	10.531	0.000	0.000	0	same_side_reject
comb_dense	1024	1	1	37	separator_candidate	1	0	0	25.645	13.068	0.118	12.827	1	1022	0.000	13.068	12.827	0.000	0.000	0	same_side_reject
comb_dense	1024	1	1	38	separator_candidate	1	0	0	19.223	8.927	0.104	8.728	1	1022	0.000	8.927	8.728	0.000	0.000	0	same_side_reject
comb_dense	1024	1	1	39	separator_candidate	1	0	0	21.267	10.386	0.081	10.215	1	1022	0.000	10.386	10.215	0.000	0.000	0	same_side_reject
comb_dense	1024	1	1	40	separator_candidate	1	0	0	24.340	11.065	0.395	10.519	1	1022	0.000	11.065	10.519	0.000	0.000	0	same_side_reject
comb_dense	1024	1	1	41	separator_candidate	1	0	0	19.123	9.292	0.108	9.062	1	1022	0.000	9.292	9.062	0.000	0.000	0	same_side_reject
comb_dense	1024	1	1	42	separator_candidate	1	0	0	19.295	10.279	0.112	10.083	1	1022	0.000	10.279	10.083	0.000	0.000	0	same_side_reject
comb_dense	1024	1	1	43	separator_candidate	1	0	0	22.125	10.426	0.097	10.210	1	1022	0.000	10.426	10.210	0.000	0.000	0	same_side_reject
comb_dense	1024	1	1	44	separator_candidate	1	0	0	19.148	9.166	0.096	8.966	1	1022	0.000	9.166	8.966	0.000	0.000	0	same_side_reject
comb_dense	1024	1	1	45	separator_candidate	1	0	0	22.206	10.886	0.117	10.677	1	1022	0.000	10.886	10.677	0.000	0.000	0	same_side_reject
comb_dense	1024	1	1	46	separator_candidate	1	0	0	21.875	10.149	0.086	9.944	1	1022	0.000	10.149	9.944	0.000	0.000	0	same_side_reject
comb_dense	1024	1	1	47	separator_candidate	1	0	0	21.521	9.596	0.252	9.262	1	1022	0.000	9.596	9.262	0.000	0.000	0	same_side_reject
comb_dense	1024	1	1	48	separator_candidate	1	0	0	20.557	9.993	0.082	9.818	1	1022	0.000	9.993	9.818	0.000	0.000	0	same_side_reject
comb_dense	1024	1	1	49	separator_candidate	1	0	0	25.429	11.762	0.118	11.463	1	1022	0.000	11.762	11.463	0.000	0.000	0	same_side_reject
comb_dense	1024	1	1	50	separator_candidate	1	0	0	24.696	11.856	0.109	11.655	1	1022	0.000	11.856	11.655	0.000	0.000	0	same_side_reject
comb_dense	1024	1	1	51	separator_candidate	1	0	0	24.693	11.575	0.124	11.359	1	1022	0.000	11.575	11.359	0.000	0.000	0	same_side_reject
comb_dense	1024	1	1	52	separator_candidate	1	0	0	23.898	11.186	0.097	10.989	1	1022	0.000	11.186	10.989	0.000	0.000	0	same_side_reject
comb_dense	1024	1	1	53	separator_candidate	1	0	0	18.338	9.210	0.108	9.011	1	1022	0.000	9.210	9.011	0.000	0.000	0	same_side_reject
comb_dense	1024	1	1	54	separator_candidate	1	0	0	24.579	10.626	0.086	10.444	1	1022	0.000	10.626	10.444	0.000	0.000	0	same_side_reject
comb_dense	1024	1	1	55	separator_candidate	1	0	0	22.351	9.960	0.119	9.750	1	1022	0.000	9.960	9.750	0.000	0.000	0	same_side_reject
comb_dense	1024	1	1	56	separator_candidate	1	0	0	22.669	10.276	0.115	10.036	1	1022	0.000	10.276	10.036	0.000	0.000	0	same_side_reject
comb_dense	1024	1	1	57	separator_candidate	1	0	0	19.629	9.329	0.076	9.162	1	1022	0.000	9.329	9.162	0.000	0.000	0	same_side_reject
comb_dense	1024	1	1	58	separator_candidate	1	0	0	28.680	13.629	0.125	13.380	1	1022	0.000	13.629	13.380	0.000	0.000	0	same_side_reject
comb_dense	1024	1	1	59	separator_candidate	1	0	0	23.999	10.056	0.133	9.806	1	1022	0.000	10.056	9.806	0.000	0.000	0	same_side_reject
comb_dense	1024	1	1	60	separator_candidate	1	0	0	23.109	11.171	0.112	10.946	1	1022	0.000	11.171	10.946	0.000	0.000	0	same_side_reject
comb_dense	1024	1	1	61	separator_candidate	1	0	0	22.052	10.522	0.115	10.265	1	1022	0.000	10.522	10.265	0.000	0.000	0	same_side_reject
comb_dense	1024	1	1	62	separator_candidate	1	0	0	26.579	11.782	0.137	11.536	1	1022	0.000	11.782	11.536	0.000	0.000	0	same_side_reject
comb_dense	1024	1	1	63	separator_candidate	1	0	0	22.145	10.631	0.143	10.429	1	1022	0.000	10.631	10.429	0.000	0.000	0	same_side_reject
comb_dense	1024	1	1	64	separator_candidate	1	0	0	24.998	12.169	0.106	11.988	1	1022	0.000	12.169	11.988	0.000	0.000	0	same_side_reject
comb_dense	1024	1	1	65	separator_candidate	1	0	0	18.627	9.890	0.073	9.754	1	1022	0.000	9.890	9.754	0.000	0.000	0	same_side_reject
comb_dense	1024	1	1	66	separator_candidate	1	0	0	23.011	10.547	0.097	10.350	1	1022	0.000	10.547	10.350	0.000	0.000	0	same_side_reject
comb_dense	1024	1	1	67	separator_candidate	1	0	0	23.260	12.146	0.119	11.933	1	1022	0.000	12.146	11.933	0.000	0.000	0	same_side_reject
comb_dense	1024	1	1	68	separator_candidate	1	0	0	22.390	10.957	0.108	10.774	1	1022	0.000	10.957	10.774	0.000	0.000	0	same_side_reject
comb_dense	1024	1	1	69	separator_candidate	1	0	0	19.024	9.064	0.124	8.866	1	1022	0.000	9.064	8.866	0.000	0.000	0	same_side_reject
comb_dense	1024	1	1	70	separator_candidate	1	0	0	23.422	10.643	0.120	10.394	1	1022	0.000	10.643	10.394	0.000	0.000	0	same_side_reject
comb_dense	1024	1	1	71	separator_candidate	1	0	0	21.963	11.467	0.110	11.228	1	1022	0.000	11.467	11.228	0.000	0.000	0	same_side_reject
comb_dense	1024	1	1	72	separator_candidate	1	0	0	21.675	10.552	0.157	10.269	1	1022	0.000	10.552	10.269	0.000	0.000	0	same_side_reject
