case_mode	case_n	case_seed	call_idx	candidate_idx	cand_kind	cand_is_same_side_reject	cand_is_accepted	cand_is_other_reject	candidate_elapsed_ms	cand_same_side_probe_ms	cand_same_side_probe_queue_ms	cand_same_side_probe_neighbor_iter_ms	cand_same_side_probe_found_t	cand_same_side_probe_visited_vertices	cand_third_comp_scan_ms	cand_bfs_total_ms	cand_bfs_neighbor_iter_ms	cand_partition_ms	cand_connectivity_check_ms	cand_accept	cand_reject_reason
comb_dense	1024	1	1	1	separator_candidate	1	0	0	12.152	0.257	0.128	0.064	1	1022	0.000	0.257	0.064	0.000	0.000	0	same_side_reject
comb_dense	1024	1	1	2	separator_candidate	1	0	0	12.846	0.252	0.129	0.062	1	1022	0.000	0.252	0.062	0.000	0.000	0	same_side_reject
comb_dense	1024	1	1	3	separator_candidate	1	0	0	12.641	0.159	0.097	0.030	1	1022	0.000	0.159	0.030	0.000	0.000	0	same_side_reject
comb_dense	1024	1	1	4	separator_candidate	1	0	0	13.031	0.257	0.129	0.063	1	1022	0.000	0.257	0.063	0.000	0.000	0	same_side_reject
comb_dense	1024	1	1	5	separator_candidate	1	0	0	13.071	0.256	0.131	0.062	1	1022	0.000	0.256	0.062	0.000	0.000	0	same_side_reject
comb_dense	1024	1	1	6	separator_candidate	1	0	0	13.305	0.283	0.136	0.063	1	1022	0.000	0.283	0.063	0.000	0.000	0	same_side_reject
comb_dense	1024	1	1	7	separator_candidate	1	0	0	12.079	0.263	0.131	0.065	1	1022	0.000	0.263	0.065	0.000	0.000	0	same_side_reject
comb_dense	1024	1	1	8	separator_candidate	1	0	0	12.441	0.184	0.124	0.029	1	1022	0.000	0.184	0.029	0.000	0.000	0	same_side_reject
comb_dense	1024	1	1	9	separator_candidate	1	0	0	12.897	0.255	0.129	0.062	1	1022	0.000	0.255	0.062	0.000	0.000	0	same_side_reject
comb_dense	1024	1	1	10	separator_candidate	1	0	0	11.553	0.250	0.122	0.063	1	1022	0.000	0.250	0.063	0.000	0.000	0	same_side_reject
comb_dense	1024	1	1	11	separator_candidate	1	0	0	11.370	0.228	0.115	0.056	1	1022	0.000	0.228	0.056	0.000	0.000	0	same_side_reject
comb_dense	1024	1	1	12	separator_candidate	1	0	0	12.797	0.281	0.133	0.095	1	1022	0.000	0.281	0.095	0.000	0.000	0	same_side_reject
comb_dense	1024	1	1	13	separator_candidate	1	0	0	11.893	0.251	0.126	0.063	1	1022	0.000	0.251	0.063	0.000	0.000	0	same_side_reject
comb_dense	1024	1	1	14	separator_candidate	1	0	0	12.127	0.152	0.092	0.029	1	1022	0.000	0.152	0.029	0.000	0.000	0	same_side_reject
comb_dense	1024	1	1	15	separator_candidate	1	0	0	10.829	0.259	0.157	0.050	1	1022	0.000	0.259	0.050	0.000	0.000	0	same_side_reject
