case_mode	case_n	case_seed	call_idx	candidate_idx	cand_kind	cand_is_same_side_reject	cand_is_accepted	cand_is_other_reject	candidate_elapsed_ms	cand_same_side_probe_ms	cand_same_side_probe_queue_ms	cand_same_side_probe_neighbor_iter_ms	cand_same_side_probe_found_t	cand_same_side_probe_visited_vertices	cand_third_comp_scan_ms	cand_bfs_total_ms	cand_bfs_neighbor_iter_ms	cand_partition_ms	cand_connectivity_check_ms	cand_accept	cand_reject_reason
comb_dense	256	1	1	1	separator_candidate	1	0	0	4.037	1.747	0.024	1.698	1	254	0.000	1.747	1.698	0.000	0.000	0	same_side_reject
comb_dense	256	1	1	2	separator_candidate	1	0	0	4.571	2.408	0.026	2.364	1	254	0.000	2.408	2.364	0.000	0.000	0	same_side_reject
comb_dense	256	1	1	3	separator_candidate	1	0	0	4.285	2.084	0.027	2.039	1	254	0.000	2.084	2.039	0.000	0.000	0	same_side_reject
comb_dense	256	1	1	4	separator_candidate	1	0	0	4.712	2.250	0.033	2.194	1	254	0.000	2.250	2.194	0.000	0.000	0	same_side_reject
comb_dense	256	1	1	5	separator_candidate	1	0	0	3.282	1.563	0.020	1.522	1	254	0.000	1.563	1.522	0.000	0.000	0	same_side_reject
comb_dense	256	1	1	6	separator_candidate	1	0	0	3.957	1.872	0.026	1.821	1	254	0.000	1.872	1.821	0.000	0.000	0	same_side_reject
comb_dense	256	1	1	7	separator_candidate	1	0	0	3.611	1.812	0.026	1.767	1	254	0.000	1.812	1.767	0.000	0.000	0	same_side_reject
comb_dense	256	1	1	8	separator_candidate	1	0	0	3.281	1.810	0.019	1.756	1	254	0.000	1.810	1.756	0.000	0.000	0	same_side_reject
comb_dense	256	1	1	9	separator_candidate	1	0	0	5.101	2.429	0.026	2.380	1	254	0.000	2.429	2.380	0.000	0.000	0	same_side_reject
comb_dense	256	1	1	10	separator_candidate	1	0	0	5.255	2.268	0.030	2.185	1	254	0.000	2.268	2.185	0.000	0.000	0	same_side_reject
comb_dense	256	1	1	11	separator_candidate	1	0	0	3.148	1.474	0.020	1.434	1	254	0.000	1.474	1.434	0.000	0.000	0	same_side_reject
