case_mode	case_n	case_seed	call_idx	currentV	currentE	currentQ	q_over_e	attachCuts	boundarySize	oldBoundarySize	boundaryZero	ccOne	dense_guard	boundary_guard	E_guard	Q_guard	badQueriesShape	fallback_total_ms	fallback_local_id_adj_ms	fallback_step3_ms	fallback_keep_order_ms	fallback_applyPatch_ms	shadow_prefilter_hit	shadow_attempted	shadow_match	shadow_mismatch_reason	validator_shadow_fail
comb_dense	256	1	1	254	18174	6473	0.356168	0	0	0	1	1	1	0	1	1	Q6473_A0_B0_OB0_BZ1_CC1	2.818	0.000	0.000	0.240	0.000	1	1	0	debug_off	0
comb_dense	256	1	2	252	17944	6409	0.357167	0	0	0	1	1	1	0	1	1	Q6409_A0_B0_OB0_BZ1_CC1	2.001	0.000	0.000	0.208	0.000	1	1	0	debug_off	0
comb_dense	256	1	3	250	17706	6344	0.358297	0	0	0	1	1	1	0	1	1	Q6344_A0_B0_OB0_BZ1_CC1	1.931	0.000	0.000	0.203	0.000	1	1	0	debug_off	0
comb_dense	256	1	4	248	17450	6271	0.359370	0	0	0	1	1	1	0	1	1	Q6271_A0_B0_OB0_BZ1_CC1	1.525	0.000	0.000	0.205	0.000	1	1	0	debug_off	0
comb_dense	256	1	5	246	17214	6203	0.360346	0	0	0	1	1	1	0	1	1	Q6203_A0_B0_OB0_BZ1_CC1	1.263	0.000	0.000	0.152	0.000	1	1	0	debug_off	0
comb_dense	256	1	6	244	16965	6131	0.361391	0	0	0	1	1	1	0	1	1	Q6131_A0_B0_OB0_BZ1_CC1	1.814	0.000	0.000	0.152	0.000	1	1	0	debug_off	0
comb_dense	256	1	7	242	16718	6055	0.362184	0	0	0	1	1	1	0	1	1	Q6055_A0_B0_OB0_BZ1_CC1	1.783	0.000	0.000	0.152	0.000	1	1	0	debug_off	0
comb_dense	256	1	8	240	16476	5985	0.363256	0	0	0	1	1	1	0	1	1	Q5985_A0_B0_OB0_BZ1_CC1	2.695	0.000	0.000	0.198	0.000	1	1	0	debug_off	0
comb_dense	256	1	9	238	16239	5908	0.363816	0	0	0	1	1	1	0	1	1	Q5908_A0_B0_OB0_BZ1_CC1	1.790	0.000	0.000	0.154	0.000	1	1	0	debug_off	0
comb_dense	256	1	10	236	16024	5849	0.365015	0	0	0	1	1	1	0	1	1	Q5849_A0_B0_OB0_BZ1_CC1	1.814	0.000	0.000	0.155	0.000	1	1	0	debug_off	0
comb_dense	256	1	11	234	15804	5783	0.365920	0	0	0	1	1	1	0	1	1	Q5783_A0_B0_OB0_BZ1_CC1	1.593	0.000	0.000	0.183	0.000	1	1	0	debug_off	0
comb_dense	256	1	12	232	15567	5714	0.367059	0	0	0	1	1	1	0	1	1	Q5714_A0_B0_OB0_BZ1_CC1	1.899	0.000	0.000	0.191	0.000	1	1	0	debug_off	0
comb_dense	256	1	13	229	15272	5576	0.365113	1	1	1	0	1	1	0	1	1	Q5576_A1_B1_OB1_BZ0_CC1	1.439	0.000	0.000	0.141	0.000	1	1	0	debug_off	0
comb_dense	256	1	14	228	15118	5576	0.368832	0	0	0	1	1	1	0	1	1	Q5576_A0_B0_OB0_BZ1_CC1	1.302	0.000	0.000	0.151	0.000	1	1	0	debug_off	0
comb_dense	256	1	15	226	14914	5513	0.369653	0	0	0	1	1	1	0	1	1	Q5513_A0_B0_OB0_BZ1_CC1	1.884	0.000	0.000	0.229	0.000	1	1	0	debug_off	0
comb_dense	256	1	16	224	14699	5449	0.370705	0	0	0	1	1	1	0	1	1	Q5449_A0_B0_OB0_BZ1_CC1	1.305	0.000	0.000	0.159	0.000	1	1	0	debug_off	0
comb_dense	256	1	17	222	14489	5386	0.371730	0	0	0	1	1	1	0	1	1	Q5386_A0_B0_OB0_BZ1_CC1	1.501	0.000	0.000	0.202	0.000	1	1	0	debug_off	0
comb_dense	256	1	18	220	14266	5318	0.372774	0	0	0	1	1	1	0	1	1	Q5318_A0_B0_OB0_BZ1_CC1	1.267	0.000	0.000	0.143	0.000	1	1	0	debug_off	0
comb_dense	256	1	19	217	13995	5186	0.370561	1	1	1	0	1	1	0	1	1	Q5186_A1_B1_OB1_BZ0_CC1	1.576	0.000	0.000	0.167	0.000	1	1	0	debug_off	0
comb_dense	256	1	20	215	13776	5122	0.371806	1	1	1	0	1	1	0	1	1	Q5122_A1_B1_OB1_BZ0_CC1	1.340	0.000	0.000	0.241	0.000	1	1	0	debug_off	0
comb_dense	256	1	21	214	13637	5122	0.375596	0	0	0	1	1	1	0	1	1	Q5122_A0_B0_OB0_BZ1_CC1	1.536	0.000	0.000	0.167	0.000	1	1	0	debug_off	0
comb_dense	256	1	22	211	13360	4986	0.373204	1	1	1	0	1	1	0	1	1	Q4986_A1_B1_OB1_BZ0_CC1	1.334	0.000	0.000	0.199	0.000	1	1	0	debug_off	0
comb_dense	256	1	23	209	13158	4923	0.374145	1	1	1	0	1	1	0	1	1	Q4923_A1_B1_OB1_BZ0_CC1	1.100	0.000	0.000	0.139	0.000	1	1	0	debug_off	0
comb_dense	256	1	24	207	12954	4855	0.374788	1	1	1	0	1	1	0	1	1	Q4855_A1_B1_OB1_BZ0_CC1	1.182	0.000	0.000	0.137	0.000	1	1	0	debug_off	0
comb_dense	256	1	25	206	12814	4855	0.378882	0	0	0	1	1	1	0	1	1	Q4855_A0_B0_OB0_BZ1_CC1	1.561	0.000	0.000	0.158	0.000	1	1	0	debug_off	0
comb_dense	256	1	26	204	12582	4778	0.379749	0	0	0	1	1	1	0	1	1	Q4778_A0_B0_OB0_BZ1_CC1	1.425	0.000	0.000	0.153	0.000	1	1	0	debug_off	0
comb_dense	256	1	27	202	12369	4704	0.380306	0	0	0	1	1	1	0	1	1	Q4704_A0_B0_OB0_BZ1_CC1	1.647	0.000	0.000	0.428	0.000	1	1	0	debug_off	0
comb_dense	256	1	28	200	12148	4625	0.380721	0	0	0	1	1	1	0	1	1	Q4625_A0_B0_OB0_BZ1_CC1	0.919	0.000	0.000	0.121	0.000	1	1	0	debug_off	0
comb_dense	256	1	29	198	11952	4561	0.381610	0	0	0	1	1	1	0	1	1	Q4561_A0_B0_OB0_BZ1_CC1	1.251	0.000	0.000	0.144	0.000	1	1	0	debug_off	0
comb_dense	256	1	30	196	11746	4495	0.382683	0	0	0	1	1	1	0	1	1	Q4495_A0_B0_OB0_BZ1_CC1	2.046	0.000	0.000	0.120	0.000	1	1	0	debug_off	0
comb_dense	256	1	31	194	11544	4425	0.383316	0	0	0	1	1	1	0	1	1	Q4425_A0_B0_OB0_BZ1_CC1	0.992	0.000	0.000	0.110	0.000	1	1	0	debug_off	0
comb_dense	256	1	32	192	11348	4361	0.384297	0	0	0	1	1	1	0	1	1	Q4361_A0_B0_OB0_BZ1_CC1	1.080	0.000	0.000	0.122	0.000	1	1	0	debug_off	0
comb_dense	256	1	33	190	11161	4297	0.385001	0	0	0	1	1	1	0	1	1	Q4297_A0_B0_OB0_BZ1_CC1	1.082	0.000	0.000	0.126	0.000	1	1	0	debug_off	0
comb_dense	256	1	34	187	10894	4160	0.381862	1	1	1	0	1	1	0	1	1	Q4160_A1_B1_OB1_BZ0_CC1	1.384	0.000	0.000	0.159	0.000	1	1	0	debug_off	0
