case_mode	case_n	case_seed	call_idx	candidate_idx	cand_kind	cand_is_same_side_reject	cand_is_accepted	cand_is_other_reject	candidate_elapsed_ms	cand_same_side_probe_ms	cand_same_side_probe_queue_ms	cand_same_side_probe_neighbor_iter_ms	cand_same_side_probe_found_t	cand_same_side_probe_visited_vertices	cand_third_comp_scan_ms	cand_bfs_total_ms	cand_bfs_neighbor_iter_ms	cand_partition_ms	cand_connectivity_check_ms	cand_accept	cand_reject_reason
comb_dense	1024	1	1	1	separator_candidate	1	0	0	77.213	40.829	0.466	40.156	1	1022	0.000	40.829	40.156	0.000	0.000	0	same_side_reject
comb_dense	1024	1	1	2	separator_candidate	1	0	0	15.538	7.241	0.074	7.101	1	1022	0.000	7.241	7.101	0.000	0.000	0	same_side_reject
comb_dense	1024	1	1	3	separator_candidate	1	0	0	16.189	7.531	0.072	7.395	1	1022	0.000	7.531	7.395	0.000	0.000	0	same_side_reject
comb_dense	1024	1	1	4	separator_candidate	1	0	0	19.486	8.833	0.096	8.601	1	1022	0.000	8.833	8.601	0.000	0.000	0	same_side_reject
comb_dense	1024	1	1	5	separator_candidate	1	0	0	50.367	21.761	0.089	21.598	1	1022	0.000	21.761	21.598	0.000	0.000	0	same_side_reject
comb_dense	1024	1	1	6	separator_candidate	1	0	0	44.532	21.329	0.082	21.183	1	1022	0.000	21.329	21.183	0.000	0.000	0	same_side_reject
comb_dense	1024	1	1	7	separator_candidate	1	0	0	45.192	21.693	0.642	20.974	1	1022	0.000	21.693	20.974	0.000	0.000	0	same_side_reject
comb_dense	1024	1	1	8	separator_candidate	1	0	0	19.825	10.943	0.087	10.778	1	1022	0.000	10.943	10.778	0.000	0.000	0	same_side_reject
comb_dense	1024	1	1	9	separator_candidate	1	0	0	27.069	13.687	0.077	13.502	1	1022	0.000	13.687	13.502	0.000	0.000	0	same_side_reject
comb_dense	1024	1	1	10	separator_candidate	1	0	0	24.685	11.394	0.084	11.235	1	1022	0.000	11.394	11.235	0.000	0.000	0	same_side_reject
comb_dense	1024	1	1	11	separator_candidate	1	0	0	27.965	12.618	0.204	12.319	1	1022	0.000	12.618	12.319	0.000	0.000	0	same_side_reject
comb_dense	1024	1	1	12	separator_candidate	1	0	0	16.432	9.309	0.085	9.146	1	1022	0.000	9.309	9.146	0.000	0.000	0	same_side_reject
comb_dense	1024	1	1	13	separator_candidate	1	0	0	14.735	7.537	0.068	7.410	1	1022	0.000	7.537	7.410	0.000	0.000	0	same_side_reject
comb_dense	1024	1	1	14	separator_candidate	1	0	0	27.380	12.051	0.088	11.900	1	1022	0.000	12.051	11.900	0.000	0.000	0	same_side_reject
comb_dense	1024	1	1	15	separator_candidate	1	0	0	44.763	26.945	0.102	26.784	1	1022	0.000	26.945	26.784	0.000	0.000	0	same_side_reject
comb_dense	1024	1	1	16	separator_candidate	1	0	0	23.462	9.482	0.065	9.358	1	1022	0.000	9.482	9.358	0.000	0.000	0	same_side_reject
comb_dense	1024	1	1	17	separator_candidate	1	0	0	25.013	8.050	0.101	7.818	1	1022	0.000	8.050	7.818	0.000	0.000	0	same_side_reject
comb_dense	1024	1	1	18	separator_candidate	1	0	0	32.762	15.370	0.124	15.153	1	1022	0.000	15.370	15.153	0.000	0.000	0	same_side_reject
comb_dense	1024	1	1	19	separator_candidate	1	0	0	21.177	11.435	0.098	11.263	1	1022	0.000	11.435	11.263	0.000	0.000	0	same_side_reject
comb_dense	1024	1	1	20	separator_candidate	1	0	0	25.619	13.378	0.085	13.134	1	1022	0.000	13.378	13.134	0.000	0.000	0	same_side_reject
comb_dense	1024	1	1	21	separator_candidate	1	0	0	30.166	17.979	0.301	17.599	1	1022	0.000	17.979	17.599	0.000	0.000	0	same_side_reject
comb_dense	1024	1	1	22	separator_candidate	1	0	0	85.139	37.398	0.122	37.175	1	1022	0.000	37.398	37.175	0.000	0.000	0	same_side_reject
