case_mode	case_n	case_seed	call_idx	candidate_idx	cand_kind	cand_is_same_side_reject	cand_is_accepted	cand_is_other_reject	candidate_elapsed_ms	cand_same_side_probe_ms	cand_same_side_probe_queue_ms	cand_same_side_probe_neighbor_iter_ms	cand_same_side_probe_found_t	cand_same_side_probe_visited_vertices	cand_third_comp_scan_ms	cand_bfs_total_ms	cand_bfs_neighbor_iter_ms	cand_partition_ms	cand_connectivity_check_ms	cand_accept	cand_reject_reason
comb_dense	1024	1	1	1	separator_candidate	1	0	0	26.416	12.822	0.256	12.472	1	1022	0.000	12.822	12.472	0.000	0.000	0	same_side_reject
comb_dense	1024	1	1	2	separator_candidate	1	0	0	22.041	9.557	0.104	9.355	1	1022	0.000	9.557	9.355	0.000	0.000	0	same_side_reject
comb_dense	1024	1	1	3	separator_candidate	1	0	0	22.533	10.287	0.111	10.086	1	1022	0.000	10.287	10.086	0.000	0.000	0	same_side_reject
comb_dense	1024	1	1	4	separator_candidate	1	0	0	24.967	11.021	0.105	10.847	1	1022	0.000	11.021	10.847	0.000	0.000	0	same_side_reject
comb_dense	1024	1	1	5	separator_candidate	1	0	0	24.521	11.229	0.083	11.086	1	1022	0.000	11.229	11.086	0.000	0.000	0	same_side_reject
comb_dense	1024	1	1	6	separator_candidate	1	0	0	20.236	9.620	0.076	9.484	1	1022	0.000	9.620	9.484	0.000	0.000	0	same_side_reject
comb_dense	1024	1	1	7	separator_candidate	1	0	0	21.413	10.022	0.106	9.842	1	1022	0.000	10.022	9.842	0.000	0.000	0	same_side_reject
comb_dense	1024	1	1	8	separator_candidate	1	0	0	24.414	11.460	0.083	11.317	1	1022	0.000	11.460	11.317	0.000	0.000	0	same_side_reject
comb_dense	1024	1	1	9	separator_candidate	1	0	0	20.130	9.332	0.083	9.016	1	1022	0.000	9.332	9.016	0.000	0.000	0	same_side_reject
comb_dense	1024	1	1	10	separator_candidate	1	0	0	25.755	12.997	0.396	12.496	1	1022	0.000	12.997	12.496	0.000	0.000	0	same_side_reject
