mode,n,seed,shuffle_labels,shuffle_queries,solver_rc,timed_out,val_ok,sec,rss_kb,case_dir
comb_core,128,1,0,0,0,0,1,0.013681,1888,/Users/free_1/Library/Mobile Documents/iCloud~md~obsidian/Documents/cpp-checker/_verify_xplat/hunt_smoke/runs/comb_core/n128/seed1_L0_Q0
comb_core,128,1,0,1,0,0,1,0.012595,1888,/Users/free_1/Library/Mobile Documents/iCloud~md~obsidian/Documents/cpp-checker/_verify_xplat/hunt_smoke/runs/comb_core/n128/seed1_L0_Q1
comb_core,128,1,1,0,0,0,1,0.012615,1888,/Users/free_1/Library/Mobile Documents/iCloud~md~obsidian/Documents/cpp-checker/_verify_xplat/hunt_smoke/runs/comb_core/n128/seed1_L1_Q0
comb_core,128,1,1,1,0,0,1,0.013577,1888,/Users/free_1/Library/Mobile Documents/iCloud~md~obsidian/Documents/cpp-checker/_verify_xplat/hunt_smoke/runs/comb_core/n128/seed1_L1_Q1
comb_core,256,1,0,0,0,0,1,0.012216,1920,/Users/free_1/Library/Mobile Documents/iCloud~md~obsidian/Documents/cpp-checker/_verify_xplat/hunt_smoke/runs/comb_core/n256/seed1_L0_Q0
comb_core,256,1,0,1,0,0,1,0.012579,1920,/Users/free_1/Library/Mobile Documents/iCloud~md~obsidian/Documents/cpp-checker/_verify_xplat/hunt_smoke/runs/comb_core/n256/seed1_L0_Q1
comb_core,256,1,1,0,0,0,1,0.012546,1920,/Users/free_1/Library/Mobile Documents/iCloud~md~obsidian/Documents/cpp-checker/_verify_xplat/hunt_smoke/runs/comb_core/n256/seed1_L1_Q0
comb_core,256,1,1,1,0,0,1,0.012546,1920,/Users/free_1/Library/Mobile Documents/iCloud~md~obsidian/Documents/cpp-checker/_verify_xplat/hunt_smoke/runs/comb_core/n256/seed1_L1_Q1
comb_plus_unary,128,1,0,0,0,0,1,0.012560,1936,/Users/free_1/Library/Mobile Documents/iCloud~md~obsidian/Documents/cpp-checker/_verify_xplat/hunt_smoke/runs/comb_plus_unary/n128/seed1_L0_Q0
comb_plus_unary,128,1,0,1,0,0,1,0.012649,1936,/Users/free_1/Library/Mobile Documents/iCloud~md~obsidian/Documents/cpp-checker/_verify_xplat/hunt_smoke/runs/comb_plus_unary/n128/seed1_L0_Q1
comb_plus_unary,128,1,1,0,0,0,1,0.011046,1936,/Users/free_1/Library/Mobile Documents/iCloud~md~obsidian/Documents/cpp-checker/_verify_xplat/hunt_smoke/runs/comb_plus_unary/n128/seed1_L1_Q0
comb_plus_unary,128,1,1,1,0,0,1,0.012458,1936,/Users/free_1/Library/Mobile Documents/iCloud~md~obsidian/Documents/cpp-checker/_verify_xplat/hunt_smoke/runs/comb_plus_unary/n128/seed1_L1_Q1
comb_plus_unary,256,1,0,0,0,0,1,0.012559,1952,/Users/free_1/Library/Mobile Documents/iCloud~md~obsidian/Documents/cpp-checker/_verify_xplat/hunt_smoke/runs/comb_plus_unary/n256/seed1_L0_Q0
comb_plus_unary,256,1,0,1,0,0,1,0.011645,1952,/Users/free_1/Library/Mobile Documents/iCloud~md~obsidian/Documents/cpp-checker/_verify_xplat/hunt_smoke/runs/comb_plus_unary/n256/seed1_L0_Q1
comb_plus_unary,256,1,1,0,0,0,1,0.012557,1952,/Users/free_1/Library/Mobile Documents/iCloud~md~obsidian/Documents/cpp-checker/_verify_xplat/hunt_smoke/runs/comb_plus_unary/n256/seed1_L1_Q0
comb_plus_unary,256,1,1,1,0,0,1,0.012560,1952,/Users/free_1/Library/Mobile Documents/iCloud~md~obsidian/Documents/cpp-checker/_verify_xplat/hunt_smoke/runs/comb_plus_unary/n256/seed1_L1_Q1
comb_dense,128,1,0,0,0,0,1,0.012562,2176,/Users/free_1/Library/Mobile Documents/iCloud~md~obsidian/Documents/cpp-checker/_verify_xplat/hunt_smoke/runs/comb_dense/n128/seed1_L0_Q0
comb_dense,128,1,0,1,0,0,1,0.010834,2176,/Users/free_1/Library/Mobile Documents/iCloud~md~obsidian/Documents/cpp-checker/_verify_xplat/hunt_smoke/runs/comb_dense/n128/seed1_L0_Q1
comb_dense,128,1,1,0,0,0,1,0.012553,2176,/Users/free_1/Library/Mobile Documents/iCloud~md~obsidian/Documents/cpp-checker/_verify_xplat/hunt_smoke/runs/comb_dense/n128/seed1_L1_Q0
comb_dense,128,1,1,1,0,0,1,0.012555,2176,/Users/free_1/Library/Mobile Documents/iCloud~md~obsidian/Documents/cpp-checker/_verify_xplat/hunt_smoke/runs/comb_dense/n128/seed1_L1_Q1
comb_dense,256,1,0,0,0,0,1,0.025117,2592,/Users/free_1/Library/Mobile Documents/iCloud~md~obsidian/Documents/cpp-checker/_verify_xplat/hunt_smoke/runs/comb_dense/n256/seed1_L0_Q0
comb_dense,256,1,0,1,0,0,1,0.024715,2592,/Users/free_1/Library/Mobile Documents/iCloud~md~obsidian/Documents/cpp-checker/_verify_xplat/hunt_smoke/runs/comb_dense/n256/seed1_L0_Q1
comb_dense,256,1,1,0,0,0,1,0.022564,2592,/Users/free_1/Library/Mobile Documents/iCloud~md~obsidian/Documents/cpp-checker/_verify_xplat/hunt_smoke/runs/comb_dense/n256/seed1_L1_Q0
comb_dense,256,1,1,1,0,0,1,0.023302,2592,/Users/free_1/Library/Mobile Documents/iCloud~md~obsidian/Documents/cpp-checker/_verify_xplat/hunt_smoke/runs/comb_dense/n256/seed1_L1_Q1
comb_rect_dense,128,1,0,0,0,0,1,0.012552,2176,/Users/free_1/Library/Mobile Documents/iCloud~md~obsidian/Documents/cpp-checker/_verify_xplat/hunt_smoke/runs/comb_rect_dense/n128/seed1_L0_Q0
comb_rect_dense,128,1,0,1,0,0,1,0.012555,2176,/Users/free_1/Library/Mobile Documents/iCloud~md~obsidian/Documents/cpp-checker/_verify_xplat/hunt_smoke/runs/comb_rect_dense/n128/seed1_L0_Q1
comb_rect_dense,128,1,1,0,0,0,1,0.012548,2176,/Users/free_1/Library/Mobile Documents/iCloud~md~obsidian/Documents/cpp-checker/_verify_xplat/hunt_smoke/runs/comb_rect_dense/n128/seed1_L1_Q0
comb_rect_dense,128,1,1,1,0,0,1,0.012573,2176,/Users/free_1/Library/Mobile Documents/iCloud~md~obsidian/Documents/cpp-checker/_verify_xplat/hunt_smoke/runs/comb_rect_dense/n128/seed1_L1_Q1
comb_rect_dense,256,1,0,0,0,0,1,0.022853,2624,/Users/free_1/Library/Mobile Documents/iCloud~md~obsidian/Documents/cpp-checker/_verify_xplat/hunt_smoke/runs/comb_rect_dense/n256/seed1_L0_Q0
