mode,n,seed,shuffle_labels,shuffle_queries,solver_rc,timed_out,val_ok,sec,rss_kb,case_dir
comb_core,64,1,0,0,0,0,1,0.013338,1888,/Users/free_1/Library/Mobile Documents/iCloud~md~obsidian/Documents/cpp-checker/_verify_xplat/hunt_wrapper/runs/comb_core/n64/seed1_L0_Q0
comb_core,64,1,0,1,0,0,1,0.012363,1888,/Users/free_1/Library/Mobile Documents/iCloud~md~obsidian/Documents/cpp-checker/_verify_xplat/hunt_wrapper/runs/comb_core/n64/seed1_L0_Q1
comb_core,64,1,1,0,0,0,1,0.011948,1888,/Users/free_1/Library/Mobile Documents/iCloud~md~obsidian/Documents/cpp-checker/_verify_xplat/hunt_wrapper/runs/comb_core/n64/seed1_L1_Q0
comb_core,64,1,1,1,0,0,1,0.012561,1888,/Users/free_1/Library/Mobile Documents/iCloud~md~obsidian/Documents/cpp-checker/_verify_xplat/hunt_wrapper/runs/comb_core/n64/seed1_L1_Q1
comb_plus_unary,64,1,0,0,0,0,1,0.010163,1920,/Users/free_1/Library/Mobile Documents/iCloud~md~obsidian/Documents/cpp-checker/_verify_xplat/hunt_wrapper/runs/comb_plus_unary/n64/seed1_L0_Q0
comb_plus_unary,64,1,0,1,0,0,1,0.011431,1920,/Users/free_1/Library/Mobile Documents/iCloud~md~obsidian/Documents/cpp-checker/_verify_xplat/hunt_wrapper/runs/comb_plus_unary/n64/seed1_L0_Q1
comb_plus_unary,64,1,1,0,0,0,1,0.011809,1920,/Users/free_1/Library/Mobile Documents/iCloud~md~obsidian/Documents/cpp-checker/_verify_xplat/hunt_wrapper/runs/comb_plus_unary/n64/seed1_L1_Q0
comb_plus_unary,64,1,1,1,0,0,1,0.012551,1920,/Users/free_1/Library/Mobile Documents/iCloud~md~obsidian/Documents/cpp-checker/_verify_xplat/hunt_wrapper/runs/comb_plus_unary/n64/seed1_L1_Q1
comb_dense,64,1,0,0,0,0,1,0.012557,1984,/Users/free_1/Library/Mobile Documents/iCloud~md~obsidian/Documents/cpp-checker/_verify_xplat/hunt_wrapper/runs/comb_dense/n64/seed1_L0_Q0
comb_dense,64,1,0,1,0,0,1,0.010486,1984,/Users/free_1/Library/Mobile Documents/iCloud~md~obsidian/Documents/cpp-checker/_verify_xplat/hunt_wrapper/runs/comb_dense/n64/seed1_L0_Q1
