metric	value
skeleton_status	tail_escape_closed_for_limited_bridge_theorem
selected_statement	tail_monotonicity_to_shell16_escape
checked_tail_absorption_status	proved_under_current_scope
extension_tail_absorption_status	blocked_by_absorption_step
proved_under_current_scope_sublemma_count	3
proof_sketch_only_sublemma_count	3
blocked_sublemma_count	3
next_blocker	family_chain_lift_map_refinement
shell16_escape_status	tail_escape_closed_for_limited_bridge_theorem
fingerprint	tail_escape_closed_for_limited_bridge_theorem|tail_monotonicity_to_shell16_escape|4|3|3|family_chain_lift_map_refinement
