metric	value
target_item	support8_antecedent15_shell_theorem
current_provenance_label	fresh_current_runtime_generated
authoritative_source	current_runtime_lower_frontier_ladder
constructor_name	current_runtime_lower_frontier_cache_assisted_scan
cache_load_path	/Users/free_1/Library/Mobile Documents/iCloud~md~obsidian/Documents/cpp-checker/branch_4/90/runtime/lower_frontier_ladder_generation_audit_90.tsv
dependency_item_count	19
dependency_freshized_item_count	19
fallback_hit	0
blocker	
runtime_fingerprint	support_plus_one_frontier|current_runtime_cache_assisted_scan|scan_general_structured_schema_frontier_|fresh|368|294|294|161|6|0|0|0|16050:5135167170753575324|antecedent_plus_one_frontier|current_runtime_cache_assisted_scan|scan_general_structured_schema_frontier_|fresh|648|502|208|0|0|0|0|0|14144:3999388981417844126|mixed_outside_bounded_frontier|current_runtime_cache_assisted_scan|scan_mixed_outside_bounded_frontier_|fresh|648|502|208|0|0|0|0|0|14144:11254036897727271063|antecedent_plus_two_frontier|current_runtime_cache_assisted_scan|scan_antecedent_shell5_frontier_|fresh|224|154|154|0|0|0|0|0|11858:15899609908210511597|support8_antecedent5_frontier|current_runtime_cache_assisted_scan|scan_antecedent_shell5_frontier_|fresh|224|154|154|0|0|0|0|0|11858:17332073739456232280|antecedent_plus_three_frontier|current_runtime_cache_assisted_scan|scan_antecedent_shell6_frontier_|fresh|112|70|70|0|0|0|0|0|6020:14424497854565611787|support8_antecedent6_frontier|current_runtime_cache_assisted_scan|scan_antecedent_shell6_frontier_|fresh|112|70|70|0|0|0|0|0|6020:16154916361439314399|antecedent_plus_four_frontier|current_runtime_cache_assisted_scan|scan_antecedent_shell7_frontier_|fresh|32|18|18|0|0|0|0|0|1710:12999662707757580722|support8_antecedent7_frontier|current_runtime_cache_assisted_scan|scan_antecedent_shell7_frontier_|fresh|32|18|18|0|0|0|0|0|1710:344813284924225089|antecedent_plus_five_frontier|current_runtime_cache_assisted_scan|scan_antecedent_shell8_frontier_|fresh|4|2|2|0|0|0|0|0|208:11195192915426477613|support8_antecedent8_frontier|current_runtime_cache_assisted_scan|scan_antecedent_shell8_frontier_|fresh|4|2|2|0|0|0|0|0|208:13200694818153479953|antecedent_plus_six_frontier|current_runtime_cache_assisted_scan|scan_antecedent_shell9_frontier_|fresh|4|2|2|0|0|0|0|0|208:11195192915426477613|support8_antecedent9_frontier|current_runtime_cache_assisted_scan|scan_antecedent_shell9_frontier_|fresh|4|2|2|0|0|0|0|0|208:13200694818153479953|antecedent_plus_seven_frontier|current_runtime_cache_assisted_scan|scan_antecedent_shell10_frontier_|fresh|4|2|2|0|0|0|0|0|208:11195192915426477613|support8_antecedent10_frontier|current_runtime_cache_assisted_scan|scan_antecedent_shell10_frontier_|fresh|4|2|2|0|0|0|0|0|208:13200694818153479953|antecedent_plus_ten_frontier|current_runtime_cache_assisted_scan|scan_antecedent_shell13_frontier_|fresh|4|2|2|0|0|0|0|0|208:11195192915426477613|support8_antecedent13_frontier|current_runtime_cache_assisted_scan|scan_antecedent_shell13_frontier_|fresh|4|2|2|0|0|0|0|0|208:13200694818153479953|antecedent_plus_eleven_frontier|current_runtime_cache_assisted_scan|scan_antecedent_shell14_frontier_|fresh|4|2|2|0|0|0|0|0|208:11195192915426477613|support8_antecedent14_frontier|current_runtime_cache_assisted_scan|scan_antecedent_shell14_frontier_|fresh|4|2|2|0|0|0|0|0|208:13200694818153479953|fresh
caveat	Current support8 antecedent15 shell theorem now closes over a current-runtime lower-frontier dependency ladder; shell11/shell12 objects remain outside the direct dependency subset.
