metric	value
candidate_key	archive_wide_history_provenance_cleanup
cleanup_label	worth_cleaning_later
archival_only_item_count	3
archival_only_items	archival_project_status_summary_note;archival_support8_completion_lock_note;archival_support8_rerun_completion_note
affects_current_correctness	0
can_be_fresh_current_without_history_pass	0
cleanup_value	readability_and_traceability
history_two_islands_issue	1
should_precede_generalization	0
expected_deliverables	history_map;provenance_glossary;archive_current_separation_memo
recommended_next_action	defer_until_after_general_gap_bridge_or_when_history_hygiene_is_primary
