metric	value
selected_statement	obstruction_preservation_or_higher_support_escape
payload_semantics_status	payload_semantics_contract_ready_preservation_open
counterexample_status_semantics	counterexample_status_contract_ready_preservation_or_reduction_open
phase2_status	partial_phase2_proved_escape_open
preservation_obligation_count	11
proved_sublemma_count	4
proof_sketch_sublemma_count	5
blocked_sublemma_count	1
skeleton_status	partial_preservation_phase2_relation_ready_status_open
next_blocker	family_chain_lift_phase3_if_needed
fingerprint	obstruction_preservation_phase2|partial_preservation_phase2_relation_ready_status_open|11|4|5|1|family_chain_lift_phase3_if_needed
