metric	value
preservation_obligation_count	11
phase2_obligation_count	11
payload_relation_status	payload_refinement_relation_proof_ready_skeleton
source_target_correspondence_status	source_target_correspondence_proof_ready_skeleton
smaller_witness_status	smaller_witness_construction_proof_ready_but_operation_blocked
proved_under_current_scope	4
proof_sketch_only	5
blocked	1
next_blocker	family_chain_lift_phase3_if_needed
fingerprint	preservation_phase2|11|11|4|5|1|family_chain_lift_phase3_if_needed
