metric	value
selected_statement	project_to_active_status_or_escape
status_semantics_status	project_to_active_status_semantics_contract_ready
inactive_support_irrelevance_status	inactive_support_irrelevance_payload_ready_status_locality_open
obligation_count	11
proved_under_current_scope_sublemma_count	3
proof_sketch_only_sublemma_count	4
blocked_sublemma_count	1
skeleton_status	proof_ready_skeleton_project_to_active_status_locality_open
project_to_active_operation_status	partial_project_to_active_status_proof_ready_locality_open
status_congruence_skeleton_status	partial_status_congruence_project_to_active_proof_ready_remaining_operations_open
support_reduction_skeleton_status	partition_ready_project_to_active_status_proof_ready_remaining_operations_open
support_bound_skeleton_status	proof_ready_skeleton_project_to_active_status_proof_ready_remaining_operations_open
higher_support_after_status	higher_support_deferred_after_project_to_active_status_locality_open
general_theorem_readiness	ready_for_contract_equivalent_status_preservation
next_action_first	contract_equivalent_status_preservation
next_action_second	canonical_compression_status_preservation
next_action_third	family_chain_absorption_status_preservation
