metric	value
release_compile	verified
local_test_compile	verified
pass1_result	support8_authoritative_completion_locked
pass2_result	support8_authoritative_completion_locked
pass3_result	support8_authoritative_completion_locked
pass1_local_test	LOCAL_TEST passed
pass2_local_test	LOCAL_TEST passed
pass3_local_test	LOCAL_TEST passed
required_docs	39/39
required_artifacts	8/8
top_level_provenance	fresh=16 imported=0 mixed=0 archival=3
family_chain_lower_layers	total=7 fresh=7 imported=0 caveat_closed=1
lower_frontier_inventory_only_4_rows_decision	keep_inventory_only_nonblocking
limited_bridge_theorem_status	limited_bridge_theorem_proved_under_current_scope
support_bound_skeleton_status	proof_ready_skeleton_canonical_refined_domain_normal_form_open_remaining_project_contract_alignment_measure_open
support_reduction_skeleton_status	partition_ready_canonical_refined_domain_normal_form_open_remaining_project_contract_alignment_measure_open
canonical_congruence_refinement_docs_generated	1
first_failing_gate	none
