metric	value
selected_statement	family_chain_absorption_status_refuted_or_reduced_or_escape
status_semantics_status	family_chain_absorption_status_semantics_contract_ready
absorption_refutation_lemma_status	family_chain_absorption_refutation_lifted_target_ready_source_alignment_open
residual_measure_decrease_status	family_chain_absorption_residual_measure_decrease_open
obligation_count	11
proved_under_current_scope_sublemma_count	3
proof_sketch_only_sublemma_count	4
blocked_sublemma_count	2
skeleton_status	proof_ready_skeleton_family_chain_absorption_status_refutation_measure_open
family_chain_absorption_operation_status	partial_family_chain_absorption_status_proof_ready_refutation_measure_open
status_congruence_skeleton_status	partial_status_congruence_all_primary_operations_proof_ready_residual_congruence_open
support_reduction_skeleton_status	partition_ready_all_primary_operations_status_proof_ready_residual_congruence_open
support_bound_skeleton_status	proof_ready_skeleton_all_primary_operations_status_proof_ready_residual_congruence_open
higher_support_after_status	higher_support_deferred_after_family_chain_absorption_status_refutation_measure_open
general_theorem_readiness	ready_for_project_to_active_status_locality_refinement
next_action_first	project_to_active_status_locality_refinement
next_action_second	contract_equivalent_status_congruence_refinement
next_action_third	canonical_compression_status_congruence_refinement
