metric	value
selected_family_chain_lift_statement	family_chain_lift_or_higher_support_escape
family_chain_lift_status	partial_lift_all_primary_operations_status_proof_ready_residual_congruence_open
obstruction_preservation_status	partial_preservation_all_primary_operations_status_proof_ready_residual_congruence_open
support_reduction_step_status_after_lift	partition_ready_all_primary_operations_status_proof_ready_residual_congruence_open
support_bound_lemma_status_after_lift	proof_ready_skeleton_all_primary_operations_status_proof_ready_residual_congruence_open
project_to_active_status	proof_ready_skeleton_project_to_active_status_locality_open
coordinate_contraction_status	proof_ready_skeleton_contract_equivalent_status_congruence_open
canonical_compression_status	proof_ready_skeleton_canonical_compression_status_congruence_open
family_chain_absorption_status	proof_ready_skeleton_family_chain_absorption_status_refutation_measure_open
higher_support_necessity_after_lift	higher_support_deferred_after_family_chain_absorption_status_refutation_measure_open
general_theorem_readiness	ready_for_project_to_active_status_locality_refinement
next_action_first	project_to_active_status_locality_refinement
next_action_second	contract_equivalent_status_congruence_refinement
next_action_third	canonical_compression_status_congruence_refinement
fingerprint	partial_lift_all_primary_operations_status_proof_ready_residual_congruence_open|ready_for_project_to_active_status_locality_refinement
