metric	value
target_item	antecedent_plus_twelve_frontier
current_provenance_label	fresh_current_runtime_generated
authoritative_source	current_runtime_shell15_frontier_cache
constructor_name	load_current_shell15_frontier_runtime_artifact_
fresh_constructor_name	scan_antecedent_shell15_frontier_
cache_load_constructor_name	load_current_shell15_frontier_runtime_artifact_
current_source_fingerprint	2729415:14502595494155092201
raw_candidates	4
canonical_candidates	2
outside_bounded_candidates	2
local_exact_survivors	0
plus_one_survivors	0
theorem_preserving_survivors	0
unsupported_local_exact_candidates	0
unsupported_plus_one_candidates	0
candidate_row_count	2
candidate_universe_fingerprint	num=7 antecedents=[(1,2->1) (2,3->1) (2,3->2) (2,3->4) (2,4->2) (2,4->4) (3,4->1) (3,4->5)] => (2,3->3);num=7 antecedents=[(1,2->1) (2,3->1) (2,3->2) (2,3->4) (2,4->2) (2,4->4) (3,4->1) (3,4->5)] => (2,4->1)
local_exact_result_cache_fingerprint	num=7 antecedents=[(1,2->1) (2,3->1) (2,3->2) (2,3->4) (2,4->2) (2,4->4) (3,4->1) (3,4->5)] => (2,3->3):0;num=7 antecedents=[(1,2->1) (2,3->1) (2,3->2) (2,3->4) (2,4->2) (2,4->4) (3,4->1) (3,4->5)] => (2,4->1):0
local_exact_progress_cache_fingerprint	antecedent_plus_twelve_frontier|2|2
local_exact_survivor_fingerprint	0|
plus_one_result_cache_fingerprint	
imported_counts_fingerprint	antecedent_plus_twelve_frontier|4|2|2|0|0|0|0|0
imported_candidate_fingerprint	num=7 antecedents=[(1,2->1) (2,3->1) (2,3->2) (2,3->4) (2,4->2) (2,4->4) (3,4->1) (3,4->5)] => (2,3->3);num=7 antecedents=[(1,2->1) (2,3->1) (2,3->2) (2,3->4) (2,4->2) (2,4->4) (3,4->1) (3,4->5)] => (2,4->1)
imported_count_equality	1
imported_row_set_equality	1
fallback_reachable	1
fallback_hit	0
runtime_fingerprint	antecedent_plus_twelve_frontier|fresh|current_runtime_shell15_frontier_cache|load_current_shell15_frontier_runtime_artifact_|1|0|4|2|2|0|0|0|0|0|2|num=7 antecedents=[(1,2->1) (2,3->1) (2,3->2) (2,3->4) (2,4->2) (2,4->4) (3,4->1) (3,4->5)] => (2,3->3);num=7 antecedents=[(1,2->1) (2,3->1) (2,3->2) (2,3->4) (2,4->2) (2,4->4) (3,4->1) (3,4->5)] => (2,4->1)|num=7 antecedents=[(1,2->1) (2,3->1) (2,3->2) (2,3->4) (2,4->2) (2,4->4) (3,4->1) (3,4->5)] => (2,3->3):0;num=7 antecedents=[(1,2->1) (2,3->1) (2,3->2) (2,3->4) (2,4->2) (2,4->4) (3,4->1) (3,4->5)] => (2,4->1):0|antecedent_plus_twelve_frontier|2|2|0|||antecedent_plus_twelve_frontier|4|2|2|0|0|0|0|0|num=7 antecedents=[(1,2->1) (2,3->1) (2,3->2) (2,3->4) (2,4->2) (2,4->4) (3,4->1) (3,4->5)] => (2,3->3);num=7 antecedents=[(1,2->1) (2,3->1) (2,3->2) (2,3->4) (2,4->2) (2,4->4) (3,4->1) (3,4->5)] => (2,4->1)|1|1|2729415:14502595494155092201||Current authoritative path loaded validated shell15 frontier runtime artifacts; imported 84 data remains only as compatibility fallback and equality oracle.
blocker	
caveat	Current authoritative path loaded validated shell15 frontier runtime artifacts; imported 84 data remains only as compatibility fallback and equality oracle.
