case_mode	case_n	case_seed	call_idx	candidate_idx	cand_kind	cand_is_same_side_reject	cand_is_accepted	cand_is_other_reject	candidate_elapsed_ms	cand_same_side_probe_ms	cand_same_side_probe_queue_ms	cand_same_side_probe_neighbor_iter_ms	cand_same_side_probe_found_t	cand_same_side_probe_visited_vertices	cand_third_comp_scan_ms	cand_bfs_total_ms	cand_bfs_neighbor_iter_ms	cand_partition_ms	cand_connectivity_check_ms	cand_accept	cand_reject_reason
comb_dense	256	1	1	1	separator_candidate	1	0	0	5.754	1.211	0.017	1.178	1	254	0.000	1.211	1.178	0.000	0.000	0	same_side_reject
comb_dense	256	1	1	2	separator_candidate	1	0	0	3.330	1.957	0.020	1.922	1	254	0.000	1.957	1.922	0.000	0.000	0	same_side_reject
comb_dense	256	1	1	3	separator_candidate	1	0	0	2.758	1.238	0.018	1.196	1	254	0.000	1.238	1.196	0.000	0.000	0	same_side_reject
comb_dense	256	1	1	4	separator_candidate	1	0	0	3.777	2.040	0.027	1.973	1	254	0.000	2.040	1.973	0.000	0.000	0	same_side_reject
comb_dense	256	1	1	5	separator_candidate	1	0	0	2.825	1.463	0.016	1.432	1	254	0.000	1.463	1.432	0.000	0.000	0	same_side_reject
comb_dense	256	1	1	6	separator_candidate	1	0	0	5.234	3.210	0.019	3.176	1	254	0.000	3.210	3.176	0.000	0.000	0	same_side_reject
comb_dense	256	1	1	7	separator_candidate	1	0	0	4.795	2.816	0.020	2.780	1	254	0.000	2.816	2.780	0.000	0.000	0	same_side_reject
comb_dense	256	1	1	8	separator_candidate	1	0	0	5.677	2.403	0.022	2.355	1	254	0.000	2.403	2.355	0.000	0.000	0	same_side_reject
comb_dense	256	1	1	9	separator_candidate	1	0	0	5.478	2.349	0.031	2.295	1	254	0.000	2.349	2.295	0.000	0.000	0	same_side_reject
comb_dense	256	1	1	10	separator_candidate	1	0	0	2.809	1.388	0.017	1.356	1	254	0.000	1.388	1.356	0.000	0.000	0	same_side_reject
comb_dense	256	1	1	11	separator_candidate	1	0	0	4.974	1.184	0.017	1.151	1	254	0.000	1.184	1.151	0.000	0.000	0	same_side_reject
comb_dense	256	1	1	12	separator_candidate	1	0	0	3.579	1.556	0.018	1.523	1	254	0.000	1.556	1.523	0.000	0.000	0	same_side_reject
comb_dense	256	1	1	13	separator_candidate	1	0	0	5.029	1.870	0.020	1.826	1	254	0.000	1.870	1.826	0.000	0.000	0	same_side_reject
comb_dense	256	1	1	14	separator_candidate	1	0	0	5.173	2.315	0.030	2.236	1	254	0.000	2.315	2.236	0.000	0.000	0	same_side_reject
comb_dense	256	1	1	15	separator_candidate	1	0	0	2.605	1.195	0.017	1.163	1	254	0.000	1.195	1.163	0.000	0.000	0	same_side_reject
comb_dense	256	1	1	16	separator_candidate	1	0	0	4.904	2.269	0.024	2.221	1	254	0.000	2.269	2.221	0.000	0.000	0	same_side_reject
comb_dense	256	1	1	17	separator_candidate	1	0	0	3.436	1.635	0.028	1.584	1	254	0.000	1.635	1.584	0.000	0.000	0	same_side_reject
comb_dense	256	1	1	18	separator_candidate	1	0	0	5.204	2.644	0.028	2.588	1	254	0.000	2.644	2.588	0.000	0.000	0	same_side_reject
comb_dense	256	1	1	19	separator_candidate	1	0	0	5.017	2.693	0.024	2.397	1	254	0.000	2.693	2.397	0.000	0.000	0	same_side_reject
comb_dense	256	1	1	20	separator_candidate	1	0	0	4.305	2.023	0.034	1.955	1	254	0.000	2.023	1.955	0.000	0.000	0	same_side_reject
comb_dense	256	1	1	21	separator_candidate	1	0	0	5.656	2.482	0.032	2.417	1	254	0.000	2.482	2.417	0.000	0.000	0	same_side_reject
comb_dense	256	1	1	22	separator_candidate	1	0	0	6.637	3.045	0.032	2.982	1	254	0.000	3.045	2.982	0.000	0.000	0	same_side_reject
comb_dense	256	1	1	23	separator_candidate	1	0	0	6.299	2.934	0.030	2.873	1	254	0.000	2.934	2.873	0.000	0.000	0	same_side_reject
comb_dense	256	1	1	24	separator_candidate	1	0	0	5.268	2.463	0.034	2.398	1	254	0.000	2.463	2.398	0.000	0.000	0	same_side_reject
comb_dense	256	1	1	25	separator_candidate	1	0	0	4.816	2.349	0.030	2.290	1	254	0.000	2.349	2.290	0.000	0.000	0	same_side_reject
comb_dense	256	1	1	26	separator_candidate	1	0	0	4.918	2.319	0.032	2.256	1	254	0.000	2.319	2.256	0.000	0.000	0	same_side_reject
comb_dense	256	1	1	27	separator_candidate	1	0	0	5.317	2.375	0.033	2.310	1	254	0.000	2.375	2.310	0.000	0.000	0	same_side_reject
comb_dense	256	1	1	28	separator_candidate	1	0	0	5.102	2.480	0.050	2.281	1	254	0.000	2.480	2.281	0.000	0.000	0	same_side_reject
comb_dense	256	1	1	29	separator_candidate	1	0	0	5.008	2.420	0.033	2.357	1	254	0.000	2.420	2.357	0.000	0.000	0	same_side_reject
comb_dense	256	1	1	30	separator_candidate	1	0	0	5.066	2.493	0.033	2.430	1	254	0.000	2.493	2.430	0.000	0.000	0	same_side_reject
comb_dense	256	1	1	31	separator_candidate	1	0	0	4.836	2.289	0.026	2.238	1	254	0.000	2.289	2.238	0.000	0.000	0	same_side_reject
comb_dense	256	1	1	32	separator_candidate	1	0	0	5.018	2.426	0.032	2.362	1	254	0.000	2.426	2.362	0.000	0.000	0	same_side_reject
comb_dense	256	1	1	33	separator_candidate	1	0	0	5.275	2.474	0.032	2.385	1	254	0.000	2.474	2.385	0.000	0.000	0	same_side_reject
comb_dense	256	1	1	34	separator_candidate	1	0	0	4.879	2.298	0.033	2.234	1	254	0.000	2.298	2.234	0.000	0.000	0	same_side_reject
comb_dense	256	1	1	35	separator_candidate	1	0	0	5.002	2.332	0.033	2.250	1	254	0.000	2.332	2.250	0.000	0.000	0	same_side_reject
comb_dense	256	1	1	36	separator_candidate	1	0	0	4.852	2.270	0.033	2.208	1	254	0.000	2.270	2.208	0.000	0.000	0	same_side_reject
comb_dense	256	1	1	37	separator_candidate	1	0	0	4.632	2.201	0.071	2.102	1	254	0.000	2.201	2.102	0.000	0.000	0	same_side_reject
comb_dense	256	1	1	38	separator_candidate	1	0	0	3.998	1.922	0.025	1.873	1	254	0.000	1.922	1.873	0.000	0.000	0	same_side_reject
comb_dense	256	1	1	39	separator_candidate	1	0	0	3.838	1.796	0.026	1.746	1	254	0.000	1.796	1.746	0.000	0.000	0	same_side_reject
comb_dense	256	1	1	40	separator_candidate	1	0	0	3.646	1.757	0.024	1.713	1	254	0.000	1.757	1.713	0.000	0.000	0	same_side_reject
comb_dense	256	1	1	41	separator_candidate	1	0	0	3.756	1.754	0.022	1.712	1	254	0.000	1.754	1.712	0.000	0.000	0	same_side_reject
comb_dense	256	1	1	42	separator_candidate	1	0	0	3.860	1.849	0.025	1.799	1	254	0.000	1.849	1.799	0.000	0.000	0	same_side_reject
