mode,n,seed,shuffle_labels,shuffle_queries,solver_rc,timed_out,val_ok,sec,rss_kb,case_dir
comb_core,1,1,0,0,-9,1,0,,,/Users/free_1/Library/Mobile Documents/iCloud~md~obsidian/Documents/cpp-checker/branch_3/artifacts/lca_tree_stress_v5/hunt_check/runs/comb_core/n1/seed1_L0_Q0
comb_core,1,1,0,1,0,0,1,0.012159,1440,/Users/free_1/Library/Mobile Documents/iCloud~md~obsidian/Documents/cpp-checker/branch_3/artifacts/lca_tree_stress_v5/hunt_check/runs/comb_core/n1/seed1_L0_Q1
comb_core,1,1,1,0,0,0,1,0.012607,1456,/Users/free_1/Library/Mobile Documents/iCloud~md~obsidian/Documents/cpp-checker/branch_3/artifacts/lca_tree_stress_v5/hunt_check/runs/comb_core/n1/seed1_L1_Q0
comb_core,1,1,1,1,0,0,1,0.012017,1424,/Users/free_1/Library/Mobile Documents/iCloud~md~obsidian/Documents/cpp-checker/branch_3/artifacts/lca_tree_stress_v5/hunt_check/runs/comb_core/n1/seed1_L1_Q1
comb_plus_unary,1,1,0,0,0,0,1,0.010663,1440,/Users/free_1/Library/Mobile Documents/iCloud~md~obsidian/Documents/cpp-checker/branch_3/artifacts/lca_tree_stress_v5/hunt_check/runs/comb_plus_unary/n1/seed1_L0_Q0
comb_plus_unary,1,1,0,1,0,0,1,0.010963,1456,/Users/free_1/Library/Mobile Documents/iCloud~md~obsidian/Documents/cpp-checker/branch_3/artifacts/lca_tree_stress_v5/hunt_check/runs/comb_plus_unary/n1/seed1_L0_Q1
comb_plus_unary,1,1,1,0,0,0,1,0.011837,1440,/Users/free_1/Library/Mobile Documents/iCloud~md~obsidian/Documents/cpp-checker/branch_3/artifacts/lca_tree_stress_v5/hunt_check/runs/comb_plus_unary/n1/seed1_L1_Q0
comb_plus_unary,1,1,1,1,0,0,1,0.012628,1440,/Users/free_1/Library/Mobile Documents/iCloud~md~obsidian/Documents/cpp-checker/branch_3/artifacts/lca_tree_stress_v5/hunt_check/runs/comb_plus_unary/n1/seed1_L1_Q1
comb_dense,1,1,0,0,0,0,1,0.012507,1440,/Users/free_1/Library/Mobile Documents/iCloud~md~obsidian/Documents/cpp-checker/branch_3/artifacts/lca_tree_stress_v5/hunt_check/runs/comb_dense/n1/seed1_L0_Q0
comb_dense,1,1,0,1,0,0,1,0.012095,1440,/Users/free_1/Library/Mobile Documents/iCloud~md~obsidian/Documents/cpp-checker/branch_3/artifacts/lca_tree_stress_v5/hunt_check/runs/comb_dense/n1/seed1_L0_Q1
comb_dense,1,1,1,0,0,0,1,0.012785,1440,/Users/free_1/Library/Mobile Documents/iCloud~md~obsidian/Documents/cpp-checker/branch_3/artifacts/lca_tree_stress_v5/hunt_check/runs/comb_dense/n1/seed1_L1_Q0
comb_dense,1,1,1,1,0,0,1,0.012130,1424,/Users/free_1/Library/Mobile Documents/iCloud~md~obsidian/Documents/cpp-checker/branch_3/artifacts/lca_tree_stress_v5/hunt_check/runs/comb_dense/n1/seed1_L1_Q1
comb_rect_dense,1,1,0,0,0,0,1,0.011714,1424,/Users/free_1/Library/Mobile Documents/iCloud~md~obsidian/Documents/cpp-checker/branch_3/artifacts/lca_tree_stress_v5/hunt_check/runs/comb_rect_dense/n1/seed1_L0_Q0
comb_rect_dense,1,1,0,1,0,0,1,0.013171,1424,/Users/free_1/Library/Mobile Documents/iCloud~md~obsidian/Documents/cpp-checker/branch_3/artifacts/lca_tree_stress_v5/hunt_check/runs/comb_rect_dense/n1/seed1_L0_Q1
