comb_dense	256	1	1	255	18370	6473	0.352368	0	1	0	0	1	1	0	1	1	Q6473_A0_B1_OB0_BZ0_CC1	3.811	0.000	0.000	0.000	0.000	1	1	0	debug_off	0	849.161	845.350	556.808	0.000	556.808	556.808	556.808	1.447	541.650	0.097	0.019	7.007	3.327	3.148	0.000	0.000	0.000	0.113	253	253	253	128524	64009	64262	0	0	0.999797	253	0	0	0	0.000000
comb_dense	256	1	2	2	80	0	0.000000	0	0	0	1	1	1	0	0	0	Q0_A0_B0_OB0_BZ1_CC1	0.028	0.000	0.000	0.000	0.000	1	1	0	debug_off	0	0.136	0.108	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	0	0	0	0	0	0	0	0.000000	0	0	0	0	0.000000
comb_dense	256	1	3	253	18109	6409	0.353912	0	1	0	0	1	1	0	1	1	Q6409_A0_B1_OB0_BZ0_CC1	2.978	0.000	0.000	0.000	0.000	1	1	0	debug_off	0	887.532	884.554	525.167	0.000	525.167	525.167	525.167	1.667	509.121	0.096	0.013	6.854	3.670	3.651	0.000	0.000	0.000	0.095	251	251	251	126504	63001	63252	0	0	0.999820	251	0	0	0	0.000000
comb_dense	256	1	4	2	65	0	0.000000	0	0	0	1	1	1	0	0	0	Q0_A0_B0_OB0_BZ1_CC1	0.024	0.000	0.000	0.000	0.000	1	1	0	debug_off	0	0.090	0.067	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	0	0	0	0	0	0	0	0.000000	0	0	0	0	0.000000
comb_dense	256	1	5	251	17878	6344	0.354850	0	1	0	0	1	1	0	1	1	Q6344_A0_B1_OB0_BZ0_CC1	3.769	0.000	0.000	0.000	0.000	1	1	0	debug_off	0	754.875	751.106	496.161	0.000	496.161	496.161	496.161	1.176	481.480	0.082	0.013	6.649	3.405	3.267	0.000	0.000	0.000	0.088	249	249	249	124500	62001	62250	0	0	0.999823	249	0	0	0	0.000000
comb_dense	256	1	6	2	66	0	0.000000	0	0	0	1	1	1	0	0	0	Q0_A0_B0_OB0_BZ1_CC1	0.022	0.000	0.000	0.000	0.000	1	1	0	debug_off	0	0.099	0.077	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	0	0	0	0	0	0	0	0.000000	0	0	0	0	0.000000
comb_dense	256	1	7	249	17632	6271	0.355660	0	1	0	0	1	1	0	1	1	Q6271_A0_B1_OB0_BZ0_CC1	3.714	0.000	0.000	0.000	0.000	1	1	0	debug_off	0	714.025	710.311	442.618	0.000	442.618	442.618	442.618	1.380	428.968	0.056	0.012	6.353	2.919	2.867	0.000	0.000	0.000	0.063	247	247	247	122512	61009	61256	0	0	0.999858	247	0	0	0	0.000000
comb_dense	256	1	8	2	74	0	0.000000	0	0	0	1	1	1	0	0	0	Q0_A0_B0_OB0_BZ1_CC1	0.023	0.000	0.000	0.000	0.000	1	1	0	debug_off	0	0.108	0.086	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	0	0	0	0	0	0	0	0.000000	0	0	0	0	0.000000
comb_dense	256	1	9	247	17381	6203	0.356884	0	1	0	0	1	1	0	1	1	Q6203_A0_B1_OB0_BZ0_CC1	3.067	0.000	0.000	0.000	0.000	1	1	0	debug_off	0	732.306	729.240	466.401	0.000	466.401	466.401	466.401	1.488	452.030	0.061	0.013	6.644	3.043	3.044	0.000	0.000	0.000	0.077	245	245	245	120540	60025	60270	0	0	0.999836	245	0	0	0	0.000000
comb_dense	256	1	17	239	16398	5908	0.360288	0	1	0	0	1	1	0	1	1	Q5908_A0_B1_OB0_BZ0_CC1	2.941	0.000	0.000	0.000	0.000	1	1	0	debug_off	0	662.662	659.721	433.820	0.000	433.820	433.820	433.820	1.370	420.044	0.056	0.012	6.621	2.867	2.782	0.000	0.000	0.000	0.069	237	237	237	112812	56169	56406	0	0	0.999840	237	0	0	0	0.000000
